Instituição;Código;TCB;TD;TC;Cidade;UF;Data;Instituição Sujeita à Apuração da Exposição Total;Instituição Utiliza Metodologia Simplificada;Exposição Total ou Ativo Total (R$ mil);Total de Ativos Consolidados no Exterior (US$ mil);SR;TCip;
CENTRAL DAS COOPERATIVAS DE CREDITO UNICOOB - SICOOB CENTRAL UNICOOB;5036532;b3C;I;2;MARINGA;PR;12/2025;Sim;Não;6.538.678;NI;S4;1
CENTRAL DAS COOPERATIVAS DE ECONOMIA E CREDITO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CECREMGE;309024;b3C;I;2;BELO HORIZONTE;MG;12/2025;Sim;Não;23.672.465;NI;S3;1
CENTRAL SICOOB UNI DE COOPERATIVAS DE CRÉDITO;4243780;b3C;I;2;GOIANIA;GO;12/2025;Sim;Não;7.699.089;NI;S4;1
CENTROCRED CFI - PRUDENCIAL;1000084727;n1;I;2;SANTA CRUZ DO SUL;RS;12/2025;NI;NI;NI;NI;S5;1
CF GROUP SEP - PRUDENCIAL;1000085551;n1;I;2;PORTO ALEGRE;RS;12/2025;Não;Sim;1.167;0;S5;1
CHG-MERIDIAN DO BRASIL AM S.A. - PRUDENCIAL;1000082994;n1;I;3;BARUERI;SP;12/2025;Não;Não;1.546.537;0;S4;1
CIELO IP - PRUDENCIAL;1000084710;n4;C;2;BARUERI;SP;12/2025;Não;Sim;119.098.330;0;NA;2
CITIBANK - PRUDENCIAL;1000080192;b1;C;3;SAO PAULO;SP;12/2025;Sim;Não;181.691.816;0;S2;1
CLARA IP - PRUDENCIAL;1000087205;n4;I;3;SAO PAULO;SP;12/2025;Não;Sim;571.119;0;NA;2
CLARO PAY IP - PRUDENCIAL;1000088307;n4;I;3;SAO PAULO;SP;12/2025;Não;Sim;97.601;0;NA;2
CLOUDWALK IP - PRUDENCIAL;1000086581;n1;C;2;SAO PAULO;SP;12/2025;Não;Não;17.173.297;0;S4;3
CM CAPITAL MARKETS - PRUDENCIAL;1000080549;n2;I;3;SAO PAULO;SP;12/2025;Não;Não;129.586;0;S4;3
COBANSA CH S.A. - PRUDENCIAL;1000081878;n1;I;2;SAO PAULO;SP;12/2025;Não;Sim;28.791;0;S5;1
COBUCCIO SCFI - PRUDENCIAL;1000085173;n1;C;2;MONTE BELO;MG;12/2025;Não;Não;4.290.776;0;S4;1
CODEPE CORRETORA DE VAL. S.A. - PRUDENCIAL;1000082712;n1;C;2;BARUERI;SP;12/2025;Não;Não;0;0;S4;3
COINVALORES - PRUDENCIAL;1000080707;n2;I;2;SAO PAULO;SP;12/2025;Não;Sim;38.244;0;S5;3
COLUNA S.A. DTVM - PRUDENCIAL;1000083728;n2;I;2;RIO DE JANEIRO;RJ;12/2025;Não;Não;45.969;0;S4;3
COMPREV CFI - PRUDENCIAL;1000086244;n1;I;2;RIO DE JANEIRO;RJ;12/2025;Não;Sim;32.818;0;S5;1
CONECTA CC LTDA - PRUDENCIAL;1000082406;n2;I;2;SAO PAULO;SP;12/2025;Não;Sim;17.528;0;S5;3
CONFEDERACAO DAS COOPERATIVAS DO SICREDI - CONFEDERACAO SICREDI;3795072;b3C;I;2;PORTO ALEGRE;RS;12/2025;NI;NI;657.837;NI;NA;
CONFEDERAÇÃO NACIONAL DAS COOPERATIVAS CENTRAIS DE CRÉDITO E ECONOMIA FAMILIAR E SOLIDÁRIA - CRESOL CONFEDERAÇÃO;10398952;b3C;I;2;FLORIANOPOLIS;SC;12/2025;Sim;Não;6.755.053;NI;S3;1
CONFEDERACAO NACIONAL DAS COOPERATIVAS DO SICOOB LTDA;4891850;b3C;I;2;BRASILIA;DF;12/2025;NI;NI;611.971;NI;NA;
CONLIFE SCD - PRUDENCIAL;1000088125;n1;I;2;SAO JOSE DOS CAMPOS;SP;12/2025;Não;Sim;2.760;0;S5;1
CONPAY IP - PRUDENCIAL;1000088417;n4;I;2;JOAO PESSOA;PB;12/2025;Não;Sim;12.227;0;NA;2
CONSEGTUR CC - PRUDENCIAL;1000082303;n2;I;2;SAO PAULO;SP;12/2025;Não;Não;678;0;S4;3
CONTA PRONTA IP - PRUDENCIAL;1000086835;n4;I;2;BARUERI;SP;12/2025;Não;Sim;46.659;0;NA;2
CONTA SIMPLES SCD - PRUDENCIAL;1000087384;n1;I;3;SAO PAULO;SP;12/2025;Não;Sim;508.159;0;S5;1
CONTAAZUL IP - PRUDENCIAL;1000088060;n4;I;3;JOINVILLE;SC;12/2025;Não;Sim;232.009;0;NA;2
COOPER CARD IP - PRUDENCIAL;1000086134;n4;C;2;BARUERI;SP;12/2025;Não;Não;260.137;0;NA;2
COOPERÁGUIA - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DO GRUPO ÁGUIA BRANCA;27171974;b3S;I;2;CARIACICA;ES;12/2025;Não;Sim;83.377;NI;S5;1
COOPERATIVA    DE    ECONOMIA    E    CRÉDITO   MÚTUO  MINUANO;88325113;b3S;I;2;CANOAS;RS;12/2025;Não;Sim;36.891;NI;S5;1
COOPERATIVA  ECONOMIA CRÉDITO MÚTUO  SERVS E EMPREGADOS PÚBLICOS MUNIC DE BELO HORIZONTE BETIM BRUMADINHO CONTAGEM IBIRITÉ NOVA LIMA RIBEIRÃO DAS NEVES SABARÁ SANTA LUZIA E VESPASIANO SICOOB CREDISERV;1864151;b3S;I;2;BELO HORIZONTE;MG;12/2025;Não;Sim;51.915;NI;S5;1
COOPERATIVA CENTRAL DE CRÉDITO - AILOS;5463212;b3C;I;2;BLUMENAU;SC;12/2025;Sim;Não;14.892.958;NI;S3;1
COOPERATIVA CENTRAL DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA - CENTRAL CRESOL BASER;1401771;b3C;I;2;FRANCISCO BELTRAO;PR;12/2025;Sim;Não;16.697.917;NI;S3;1
COOPERATIVA CENTRAL DE CRÉDITO DA BAHIA LTDA - SICOOB CENTRAL BA;34148882;b3C;I;2;SALVADOR;BA;12/2025;Sim;Não;1.670.126;NI;S4;1
COOPERATIVA CENTRAL DE CRÉDITO DE GOIÁS, DISTRITO FEDERAL E TOCANTINS LTDA. - SICOOB NOVA CENTRAL;33416108;b3C;I;2;GOIANIA;GO;12/2025;Sim;Não;6.499.552;NI;S4;1
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;I;2;BELO HORIZONTE;MG;12/2025;Sim;Não;30.030.588;NI;S3;1
COOPERATIVA CENTRAL DE CRÉDITO DE SANTA CATARINA E RIO GRANDE DO SUL - SICOOB CENTRAL SC/RS;80160260;b3C;I;2;FLORIANOPOLIS;SC;12/2025;Sim;Não;22.953.383;NI;S3;1
COOPERATIVA CENTRAL DE CREDITO DO ESPIRITO SANTO - SICOOB CENTRAL ES;32428294;b3C;I;2;VITORIA;ES;12/2025;Sim;Não;14.129.367;NI;S4;1
COOPERATIVA CENTRAL DE CRÉDITO DO ESTADO DE SÃO PAULO - SICOOB SÃO PAULO;63917579;b3C;I;2;RIBEIRAO PRETO;SP;12/2025;Sim;Não;18.404.238;NI;S3;1
COOPERATIVA CENTRAL DE CRÉDITO DO NORTE DO BRASIL - SICOOB NORTE;3502131;b3C;I;2;PORTO VELHO;RO;12/2025;Sim;Não;5.242.265;NI;S4;1
COOPERATIVA CENTRAL DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA - CRESOL CENTRAL BRASIL;7202627;b3C;I;2;CHAPECO;SC;12/2025;Sim;Não;5.976.474;NI;S4;1
COOPERATIVA CENTRAL DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA - CENTRAL CRESOL SICOPER;21198087;b3C;I;2;PASSO FUNDO;RS;12/2025;Sim;Não;7.170.440;NI;S4;1
COOPERATIVA CENTRAL DE CRÉDITO UNICRED DO BRASIL - UNICRED DO BRASIL;315557;b3C;I;2;SAO PAULO;SP;12/2025;Sim;Não;14.009.815;NI;S3;1
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DE MATO GROSSO DO SUL, GOIÁS, DISTRITO FEDERAL E TOCANTINS - CENTRAL SICREDI BRASIL CENTRAL;33737818;b3C;I;2;GOIANIA;GO;12/2025;Sim;Não;1.748.787;NI;S4;1
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DO CENTRO NORTE DO BRASIL - CENTRAL SICREDI CENTRO NORTE;33667205;b3C;I;2;CUIABA;MT;12/2025;Sim;Não;2.615.215;NI;S4;1
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DO NORDESTE - CENTRAL SICREDI NORDESTE;70119680;b3C;I;2;JOAO PESSOA;PB;12/2025;Sim;Não;916.727;NI;S4;1
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUL E SUDESTE - CENTRAL SICREDI SUL/SUDESTE;87437687;b3C;I;2;PORTO ALEGRE;RS;12/2025;Sim;Não;8.465.733;NI;S4;1
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS ESTADOS DO PARANÁ, SÃO PAULO E RIO DE JANEIRO - CENTRAL SICREDI PR/SP/RJ;80230774;b3C;I;2;CURITIBA;PR;12/2025;Sim;Não;6.496.122;NI;S4;1
COOPERATIVA CENTRAL DE ECONOMIA E CRÉDITO SICOOB UNIMAIS RIO LTDA.;14568725;b3C;I;2;RIO DE JANEIRO;RJ;12/2025;Sim;Não;2.220.690;NI;S4;1
COOPERATIVA DE CAPITAL E EMPRÉSTIMO COOPERMULTICRED - COOPERMC;51010858;b3S;I;2;GUARULHOS;SP;12/2025;Não;Sim;58.833;NI;S5;1
COOPERATIVA DE CRÉDITO  DE FRONTEIRAS  LTDA. - SICOOB FRONTEIRAS;3612764;b3S;I;2;CACOAL;RO;12/2025;Não;Sim;672.022;NI;S5;1
COOPERATIVA DE CRÉDITO - CREDICOMIN;9590601;b3S;I;2;LAGES;SC;12/2025;Não;Sim;760.098;NI;S5;1
COOPERATIVA DE CRÉDITO - SICOOB CREDUNI;3428338;b3S;I;2;CAMPINA GRANDE;PB;12/2025;NI;NI;246.969;NI;S5;1
COOPERATIVA DE CRÉDITO - SICREDI EXPANSÃO;41180092;b3S;I;2;MACEIO;AL;12/2025;Sim;Não;2.402.384;NI;S4;1
COOPERATIVA DE CRÉDITO - SICREDI LENÇÓIS;5545390;b3S;I;2;SAO LUIS;MA;12/2025;Sim;Não;89.187;NI;S4;1
COOPERATIVA DE CRÉDITO AGROCREDI LTDA. - SICOOB AGROCREDI;42873828;b3S;I;2;GUAXUPE;MG;12/2025;Sim;Não;3.450.728;NI;S4;1
COOPERATIVA DE CRÉDITO ALIANÇA - SICREDI ALIANÇA;87795639;b3S;I;2;MARAU;RS;12/2025;Sim;Não;7.140.103;NI;S4;1
COOPERATIVA DE CRÉDITO ALTO VALE DO ITAJAÍ - SICOOB ALTO VALE;80959612;b3S;I;2;RIO DO SUL;SC;12/2025;Não;Sim;1.978.882;NI;S5;1
COOPERATIVA DE CRÉDITO ARACOOP LTDA. - SICOOB ARACOOP;3320525;b3S;I;2;ARAGUARI;MG;12/2025;Não;Sim;6.242.030;NI;S5;1
COOPERATIVA DE CRÉDITO ARACREDI LTDA. - SICOOB ARACREDI;68987;b3S;I;2;ARAGUARI;MG;12/2025;Não;Sim;673.080;NI;S5;1
COOPERATIVA DE CRÉDITO CARLOS CHAGAS LTDA. - SICOOB CARLOS CHAGAS;41753500;b3S;I;2;CARLOS CHAGAS;MG;12/2025;Não;Sim;544.716;NI;S5;1
COOPERATIVA DE CRÉDITO CENTRO LESTE NORTE MARANHENSE - SICOOB CENTROLESTE;9403026;b3S;I;2;GRAJAU;MA;12/2025;Não;Sim;863.693;NI;S5;1
COOPERATIVA DE CREDITO CLASSICA DO ESTADO DO RIO DE JANEIRO - SICOOB EMPRESAS RJ;4120633;b3S;I;2;RIO DE JANEIRO;RJ;12/2025;Não;Sim;253.690;NI;S5;1
COOPERATIVA DE CRÉDITO CLÁSSICA DOS EMPREGADOS DA VALE S/A E ENTIDADES VINCULADAS LTDA. - SICOOB COOPVALE;33924028;b3S;I;2;RIO DE JANEIRO;RJ;12/2025;Não;Sim;75.221;NI;S5;1
COOPERATIVA DE CRÉDITO COCRE;54401286;b3S;I;2;PIRACICABA;SP;12/2025;Sim;Não;2.236.557;NI;S4;1
COOPERATIVA DE CRÉDITO COGEM;44401800;b3S;I;2;SAO BERNARDO DO CAMPO;SP;12/2025;Não;Sim;109.877;NI;S5;1
COOPERATIVA DE CRÉDITO CONEXÃO - SICOOB CONEXÃO;32430233;b3S;I;2;LINHARES;ES;12/2025;Não;Sim;13.152.012;NI;S5;1
COOPERATIVA DE CRÉDITO COOCRELIVRE;53935029;b3S;I;2;ORLANDIA;SP;12/2025;Sim;Não;859.833;NI;S4;1
COOPERATIVA DE CRÉDITO COOPAÇO LTDA.;17314501;b3S;I;2;OURO BRANCO;MG;12/2025;Não;Sim;24.111;NI;S5;1
COOPERATIVA DE CRÉDITO COOPACREDI LTDA. - SICOOB COOPACREDI;65229254;b3S;I;2;PATROCINIO;MG;12/2025;Não;Sim;1.729.677;NI;S5;1
COOPERATIVA DE CRÉDITO COOPCRED;53623781;b3S;I;2;VALPARAISO;SP;12/2025;Não;Sim;272.584;NI;S5;1
COOPERATIVA DE CRÉDITO COOPERAÇÃO - SICREDI COOPERAÇÃO;87779625;b3S;I;2;NAO-ME-TOQUE;RS;12/2025;Sim;Não;2.150.636;NI;S4;1
COOPERATIVA DE CRÉDITO COOPERMAIS - SICOOB COOPERMAIS;31804966;b3S;I;2;SANTA MARIA DE JETIBA;ES;12/2025;Não;Sim;4.492.708;NI;S5;1
COOPERATIVA DE CRÉDITO COOPHARMA;2814832;b3S;I;2;SAO PAULO;SP;12/2025;Não;Sim;16.978;NI;S5;1
COOPERATIVA DE CREDITO COOPLIVRE;49389307;b3S;I;2;CAPIVARI;SP;12/2025;Não;Sim;1.353.192;NI;S5;1
COOPERATIVA DE CRÉDITO COPERSUL LTDA - SICOOB COPERSUL;18966739;b3S;I;2;TRES PONTAS;MG;12/2025;Não;Sim;697.368;NI;S5;1
COOPERATIVA DE CRÉDITO CREDCOOPER LTDA - SICOOB CREDCOOPER;19449602;b3S;I;2;CARATINGA;MG;12/2025;Não;Sim;1.382.852;NI;S5;1
COOPERATIVA DE CREDITO CREDIAGRO LTDA. - SICOOB CREDIAGRO;429890;b3S;I;2;CAMPOS ALTOS;MG;12/2025;Não;Sim;527.124;NI;S5;1
COOPERATIVA DE CRÉDITO CREDIALP LTDA - SICOOB CREDIALP;25353939;b3S;I;2;ALPINOPOLIS;MG;12/2025;Não;Sim;527.960;NI;S5;1
COOPERATIVA DE CRÉDITO CREDIARA LTDA - SICOOB CREDIARA;66398496;b3S;I;2;ARAXA;MG;12/2025;Não;Sim;802.837;NI;S5;1
COOPERATIVA DE CRÉDITO CREDIBAM LTDA. - SICOOB CREDIBAM;66259110;b3S;I;2;BAMBUI;MG;12/2025;Não;Sim;317.073;NI;S5;1
COOPERATIVA DE CRÉDITO CREDIBELO LTDA. - SICOOB CREDIBELO;71237184;b3S;I;2;CAMPO BELO;MG;12/2025;Não;Sim;491.286;NI;S5;1
COOPERATIVA DE CRÉDITO CREDIBOM LTDA. - SICOOB CREDIBOM;21670187;b3S;I;2;BOM DESPACHO;MG;12/2025;Não;Sim;1.217.854;NI;S5;1
COOPERATIVA DE CRÉDITO CREDICAF LTDA - SICOOB CREDICAF;25395435;b3S;I;2;LAJINHA;MG;12/2025;Não;Sim;1.474.329;NI;S5;1
COOPERATIVA DE CRÉDITO CREDICAMPINA LTDA. - SICOOB CREDICAMPINA;1609345;b3S;I;2;CAMPINA VERDE;MG;12/2025;Não;Sim;292.877;NI;S5;1
COOPERATIVA DE CRÉDITO CREDICAMPO LTDA.- SICOOB CREDICAMPO;21661202;b3S;I;2;ENTRE RIOS DE MINAS;MG;12/2025;Não;Sim;629.681;NI;S5;1
COOPERATIVA DE CRÉDITO CREDICAPI LTDA - SICOOB CREDICAPI;804046;b3S;I;2;CAPITOLIO;MG;12/2025;Não;Sim;195.152;NI;S5;1
COOPERATIVA DE CRÉDITO CREDICARPA LTDA. - SICOOB CREDICARPA;23949522;b3S;I;2;CARMO DO PARANAIBA;MG;12/2025;Não;Sim;1.153.480;NI;S5;1
COOPERATIVA DE CREDITO CREDICERIPA - SICOOB CREDICERIPA;966246;b3S;I;2;ITAI;SP;12/2025;Sim;Não;2.114.220;NI;S4;1
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;I;2;BEBEDOURO;SP;12/2025;Sim;Não;18.708.348;NI;S3;1
COOPERATIVA DE CRÉDITO CREDICOCAPEC;67096909;b3S;I;2;FRANCA;SP;12/2025;Sim;Não;1.747.122;NI;S4;1
COOPERATIVA DE CRÉDITO CREDICOOP LTDA - SICOOB CREDICOOP;41931221;b3S;I;2;PITANGUI;MG;12/2025;Não;Sim;465.611;NI;S5;1
COOPERATIVA DE CRÉDITO CREDICOPE LTDA. - SICOOB CREDICOPE;38588174;b3S;I;2;CONSELHEIRO PENA;MG;12/2025;Não;Sim;987.411;NI;S5;1
COOPERATIVA DE CRÉDITO CREDIESMERALDAS LTDA. - SICOOB CREDIESMERALDAS;68512748;b3S;I;2;ESMERALDAS;MG;12/2025;Não;Sim;248.764;NI;S5;1
COOPERATIVA DE CRÉDITO CREDIFIEMG LTDA. - SICOOB CREDIFIEMG;7469260;b3S;I;2;BELO HORIZONTE;MG;12/2025;Não;Sim;835.541;NI;S5;1
COOPERATIVA DE CRÉDITO CREDIFOR LTDA - SICOOB CREDIFOR;41931445;b3S;I;2;FORMIGA;MG;12/2025;Não;Sim;1.128.793;NI;S5;1
COOPERATIVA DE CRÉDITO CREDIGUAÇU - SICOOB CREDIGUAÇU;67960229;b3S;I;2;DESCALVADO;SP;12/2025;Sim;Não;2.067.352;NI;S4;1
COOPERATIVA DE CRÉDITO CREDIJEQUITINHONHA LTDA. - SICOOB CREDIJEQUITINHONHA;71243034;b3S;I;2;CAPELINHA;MG;12/2025;Não;Sim;829.024;NI;S5;1
COOPERATIVA DE CRÉDITO CREDILIVRE LTDA. - SICOOB CREDILIVRE;41697103;b3S;I;2;MANHUACU;MG;12/2025;Não;Sim;2.141.118;NI;S5;1
COOPERATIVA DE CRÉDITO CREDIMAC LTDA - SICOOB CREDIMAC;64480833;b3S;I;2;MARTINHO CAMPOS;MG;12/2025;Não;Sim;156.155;NI;S5;1
COOPERATIVA DE CRÉDITO CREDIMATA LTDA. - SICOOB CREDIMATA;1152097;b3S;I;2;VOLTA GRANDE;MG;12/2025;Não;Sim;814.158;NI;S5;1
COOPERATIVA DE CREDITO CREDIMOTA   SICOOB CREDIMOTA;66788142;b3S;I;2;CANDIDO MOTA;SP;12/2025;Não;Sim;595.160;NI;S5;1
COOPERATIVA DE CRÉDITO CREDINACIONAL LTDA. - SICOOB CREDINACIONAL;25420696;b3S;I;2;ABAETE;MG;12/2025;Não;Sim;682.250;NI;S5;1
COOPERATIVA DE CRÉDITO CREDINOR LTDA - SICOOB CREDINOR;21866694;b3S;I;2;MONTES CLAROS;MG;12/2025;Não;Sim;1.510.173;NI;S5;1
COOPERATIVA DE CRÉDITO CREDINORTE LTDA. - SICOOB CREDINORTE;64276058;b3S;I;2;NANUQUE;MG;12/2025;Não;Sim;457.747;NI;S5;1
COOPERATIVA DE CRÉDITO CREDINOSSO LTDA - SICOOB CREDINOSSO;6324872;b3S;I;2;MONTES CLAROS;MG;12/2025;Não;Sim;137.753;NI;S5;1
COOPERATIVA DE CRÉDITO CREDINTER LTDA. - SICOOB CREDINTER;24048910;b3S;I;2;GUARANESIA;MG;12/2025;Não;Sim;1.605.769;NI;S5;1
COOPERATIVA DE CRÉDITO CREDIPEU LTDA.  - SICOOB CREDIPEU;66262643;b3S;I;2;POMPEU;MG;12/2025;Não;Sim;1.029.065;NI;S5;1
COOPERATIVA DE CRÉDITO CREDIPIMENTA LTDA. - SICOOB CREDIPIMENTA;42934794;b3S;I;2;PIMENTA;MG;12/2025;Não;Sim;76.768;NI;S5;1
COOPERATIVA DE CRÉDITO CREDIRAMA LTDA - SICOOB CREDIRAMA;3412878;b3S;I;2;ITURAMA;MG;12/2025;Não;Sim;533.175;NI;S5;1
COOPERATIVA DE CREDITO CREDIROCHAS - SICOOB CREDIROCHAS;3358914;b3S;I;2;CACHOEIRO DE ITAPEMIRIM;ES;12/2025;Não;Sim;3.202.411;NI;S5;1
COOPERATIVA DE CRÉDITO CREDISETE LTDA. - SICOOB CREDISETE;22753982;b3S;I;2;SETE LAGOAS;MG;12/2025;Não;Sim;1.231.369;NI;S5;1
COOPERATIVA DE CRÉDITO CREDISG LTDA. - SICOOB CREDISG;3645752;b3S;I;2;SAO GOTARDO;MG;12/2025;Não;Sim;1.141.696;NI;S5;1
COOPERATIVA DE CREDITO CREDISUDESTE LTDA. - SICOOB CREDISUDESTE;22656789;b3S;I;2;MURIAE;MG;12/2025;Não;Sim;1.505.824;NI;S5;1
COOPERATIVA DE CRÉDITO CREDIUNA LTDA - SICOOB CREDIUNA;64237530;b3S;I;2;ITAUNA;MG;12/2025;Não;Sim;1.328.313;NI;S5;1
COOPERATIVA DE CRÉDITO CREDIVAG LTDA - SICOOB CREDIVAG;25404542;b3S;I;2;JANAUBA;MG;12/2025;Não;Sim;372.315;NI;S5;1
COOPERATIVA DE CRÉDITO CREDIVALE LTDA - SICOOB CREDIVALE;25387655;b3S;I;2;TEOFILO OTONI;MG;12/2025;Não;Sim;1.099.294;NI;S5;1
COOPERATIVA DE CRÉDITO CREDIVAR LTDA. - SICOOB CREDIVAR;25798596;b3S;I;2;VARGINHA;MG;12/2025;Não;Sim;3.082.014;NI;S5;1
COOPERATIVA DE CRÉDITO CREDIVAZ LTDA. - SICOOB CREDIVAZ;803287;b3S;I;2;VAZANTE;MG;12/2025;Não;Sim;294.230;NI;S5;1
COOPERATIVA DE CRÉDITO CREDIVERDE LTDA. - SICOOB CREDIVERDE;25528753;b3S;I;2;DIVINOPOLIS;MG;12/2025;Não;Sim;676.807;NI;S5;1
COOPERATIVA DE CRÉDITO CREDIVERTENTES LTDA. - SICOOB CREDIVERTENTES;22724710;b3S;I;2;SAO TIAGO;MG;12/2025;Não;Sim;1.526.629;NI;S5;1
COOPERATIVA DE CREDITO CREDLIDER - SICOOB CREDLIDER;5463934;b3S;I;2;VOTUPORANGA;SP;12/2025;Não;Sim;248.372;NI;S5;1
COOPERATIVA DE CRÉDITO CREDPLUS LTDA. - SICOOB CREDPLUS;25536764;b3S;I;2;LUZ;MG;12/2025;Não;Sim;865.120;NI;S5;1
COOPERATIVA DE CRÉDITO CREDSAOPAULO - SICOOB CREDSAOPAULO;2197569;b3S;I;2;SAO JOSE DOS CAMPOS;SP;12/2025;Não;Sim;578.358;NI;S5;1
COOPERATIVA DE CRÉDITO DA AMAZÔNIA - SICOOB AMAZÔNIA;5203605;b3S;I;2;BURITIS;RO;12/2025;Não;Sim;1.725.724;NI;S5;1
COOPERATIVA DE CRÉDITO DA FOZ DO RIO ITAJAÍ AÇU - CREDIFOZ;9512539;b3S;I;2;ITAJAI;SC;12/2025;Não;Sim;1.262.004;NI;S5;1
COOPERATIVA DE CRÉDITO DA GRANDE FLORIANÓPOLIS - ÚNILOS;2405189;b3S;I;2;FLORIANOPOLIS;SC;12/2025;Não;Sim;374.410;NI;S5;1
COOPERATIVA DE CRÉDITO DA REGIÃO CENTRAL DE MINAS LTDA. - SICOOB UNIÃO CENTRAL;22749014;b3S;I;2;PARAOPEBA;MG;12/2025;Não;Sim;570.677;NI;S5;1
COOPERATIVA DE CRÉDITO DA REGIÃO DO CONTESTADO - CIVIA;10218474;b3S;I;2;SAO BENTO DO SUL;SC;12/2025;Não;Sim;859.586;NI;S5;1
COOPERATIVA DE CRÉDITO DA REGIÃO DO VALE DO RIO GRANDE LTDA. - SICOOB CREDILEITE;86585049;b3S;I;2;UBERABA;MG;12/2025;Não;Sim;220.886;NI;S5;1
COOPERATIVA DE CRÉDITO DA REGIÃO E COLAR METROPOLITANO DO VALE DO AÇO LTDA. - SICOOB COSMIPA;17361536;b3S;I;2;IPATINGA;MG;12/2025;Não;Sim;520.116;NI;S5;1
COOPERATIVA DE CRÉDITO DA REGIÃO MERIDIONAL DO BRASIL - SICOOB UNICOOB MERIDIONAL;5392810;b3S;I;2;TOLEDO;PR;12/2025;Não;Sim;2.198.139;NI;S5;1
COOPERATIVA DE CRÉDITO DE CAPITAL E EMPRÉSTIMO DOS EMPREGADOS CELETISTAS DE COOPERATIVAS DOS ESTADOS DE SÃO PAULO E MINAS GERAIS - COCREUNI;57987273;b3S;I;2;RIBEIRAO PRETO;SP;12/2025;Não;Sim;1.409;NI;S5;1
COOPERATIVA DE CRÉDITO DE CAPITAL E EMPRÉSTIMO DOS TRABALHADORES NAS EMPRESAS DE TECNOLOGIA E INFORMÁTICA DE BELO HORIZONTE E CIDADES LIMÍTROFES LTDA - COOPERINFOR;28435685;b3S;I;2;BELO HORIZONTE;MG;12/2025;Não;Sim;1.130;NI;S5;1
COOPERATIVA DE CRÉDITO DE EMPRESÁRIOS - SICOOB/TRANSCREDI;4247370;b3S;I;2;CONCORDIA;SC;12/2025;Não;Sim;2.350.050;NI;S5;1
COOPERATIVA DE CRÉDITO DE ITAPETININGA - SICOOB CRED-ACI;8844074;b3S;I;2;ITAPETININGA;SP;12/2025;Não;Sim;53.470;NI;S5;1
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO - SICOOB COPESITA;19875244;b3S;I;2;TIMOTEO;MG;12/2025;Não;Sim;130.069;NI;S5;1
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO BRMIL LTDA. - SICOOB BRMIL;4649337;b3S;I;2;BRASILIA;DF;12/2025;Não;Sim;215.076;NI;S5;1
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO BURITIS - SICOOB BURITIS;5247312;b3S;I;2;RONDONOPOLIS;MT;12/2025;Não;Sim;560.513;NI;S5;1
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO BRASILEIRA LTDA.;37395399;b3S;I;2;GOIANIA;GO;12/2025;NI;NI;9.832.781;NI;S5;1
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO NORDESTE - SICOOB CENTRO NORDESTE;3102185;b3S;I;2;JOAO PESSOA;PB;12/2025;Não;Sim;106.593;NI;S5;1
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO OESTE LTDA.;7502031;b3S;I;2;GOIANESIA;GO;12/2025;Não;Sim;671.038;NI;S5;1
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CREDFAZ LTDA. - SICOOB CREDFAZ;952415;b3S;I;2;BRASILIA;DF;12/2025;Não;Sim;292.855;NI;S5;1
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CREDIEMBRAPA LTDA - SICOOB.;2338666;b3S;I;2;BRASILIA;DF;12/2025;Não;Sim;202.990;NI;S5;1
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA GRANDE GOIÂNIA LTDA.;10209619;b3S;I;2;GOIANIA;GO;12/2025;Não;Sim;709.601;NI;S5;1
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA MARGEM ESQUERDA DO URUCUIA E SÃO FRANCISCO LTDA - SICOOB CREDICHAPADA;14046512;b3S;I;2;CHAPADA GAUCHA;MG;12/2025;Não;Sim;227.602;NI;S5;1
