Instituição;Código;TCB;SR;TD;TC;Cidade;UF;Data;Ativo Total;Carteira de Crédito;Títulos e Valores Mobiliários;Passivo Exigível;Captações;Patrimônio Líquido;Lucro Líquido;Patrimônio de Referência para Comparação com o RWA (e);Índice de Basileia;Índice de Imobilização;Número de Agências;Número de Postos de Atendimento;
BANCO BARI DE INVESTIMENTO E FINANCI. - PRUDENCIAL;1000080893;b1;S4;C;2;CURITIBA;PR;12/2025;2.260.683;1.835.833;122.532;2.058.548;1.962.552;202.136;17.473;182.732;21,49%;1,52%;4;0
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DE MATO GROSSO DO SUL, GOIÁS, DISTRITO FEDERAL E TOCANTINS - CENTRAL SICREDI BRASIL CENTRAL;33737818;b3C;S4;I;2;GOIANIA;GO;12/2025;2.258.035;0;1.979.258;1.673.906;0;584.128;3.540;132.885;34,93%;1,05%;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA REGIÃO CENTRO OESTE PAULISTA - SICREDI CENTRO OESTE PAULISTA;4463602;b3S;S4;I;2;MARILIA;SP;12/2025;2.250.876;1.069.351;880.223;2.070.665;1.671.482;180.211;29.991;214.496;18,82%;25,94%;0;26
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA ZONA DA MATA LTDA   SICOOB COOPEMATA;2335109;b3S;S5;I;2;CATAGUASES;MG;12/2025;2.243.768;1.277.708;33.989;1.927.063;1.846.580;316.705;29.530;310.079;24,32%;3,89%;0;31
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO RIO GRANDE DO NORTE - SICREDI RIO GRANDE DO NORTE;70038237;b3S;S4;I;2;NATAL;RN;12/2025;2.243.397;1.198.269;732.836;2.001.189;1.750.821;242.207;50.304;240.915;20,08%;7,16%;0;11
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA TRADIÇÃO - CRESOL TRADIÇÃO;4350225;b3S;S5;I;2;FRANCISCO BELTRAO;PR;12/2025;2.238.617;1.677.368;29.886;1.981.991;1.202.126;256.626;9.730;268.660;16,47%;13,93%;0;29
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALOR SUSTENTÁVEL - SICREDI VALOR SUSTENTÁVEL PR/SP;81706616;b3S;S4;I;2;JANDAIA DO SUL;PR;12/2025;2.203.546;1.502.894;321.392;1.975.946;1.035.713;227.601;15.091;273.664;14,89%;37,31%;0;23
COOPERATIVA DE CRÉDITO SUL-LITORÂNEA DO ESPÍRITO SANTO;32474884;b3S;S5;I;2;ALFREDO CHAVES;ES;12/2025;2.200.462;854.353;170.824;1.908.313;1.780.902;292.150;38.050;259.978;20,83%;7,58%;0;18
COOPERATIVA DE CRÉDITO DA REGIÃO MERIDIONAL DO BRASIL - SICOOB UNICOOB MERIDIONAL;5392810;b3S;S5;I;2;TOLEDO;PR;12/2025;2.198.139;1.344.563;31.412;1.930.866;1.660.585;267.273;22.371;268.411;19,72%;9,05%;0;33
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO INTEGRAÇÃO - SICREDI INTEGRAÇÃO PR/SC;81054686;b3S;S4;I;2;LAPA;PR;12/2025;2.186.236;1.038.407;957.105;1.927.531;1.323.461;258.705;24.395;255.960;20,77%;6,25%;0;29
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA UNIÃO DOS VALES DO PIRANGA E MATIPÓ LTDA. - SICOOB UNIÃO DOS VALES;1060307;b3S;S5;I;2;RAUL SOARES;MG;12/2025;2.181.291;993.797;85.058;1.957.604;1.671.584;223.687;30.035;199.388;16,36%;17,38%;0;39
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO ALTO VALE DO ITAJAÍ - VIACREDI ALTO VALE;16779741;b3S;S5;I;2;IBIRAMA;SC;12/2025;2.166.481;1.302.021;54.145;1.894.202;1.723.191;272.279;18.428;272.504;19,64%;8,08%;0;30
COOPERATIVA DE CRÉDITO DO NORTE CATARINENSE E SUL PARANAENSE - SICOOB CREDINORTE;81011686;b3S;S5;I;2;MAFRA;SC;12/2025;2.161.196;1.237.549;80.160;1.890.969;1.426.729;270.228;19.269;246.975;18,22%;10,31%;0;17
COOPERATIVA DE CRÉDITO COCRE;54401286;b3S;S4;I;2;PIRACICABA;SP;12/2025;2.141.860;695.062;177.064;1.893.358;1.729.152;248.502;23.507;250.174;21,96%;12,86%;0;26
COOPERATIVA DE CRÉDITO CREDILIVRE LTDA. - SICOOB CREDILIVRE;41697103;b3S;S5;I;2;MANHUACU;MG;12/2025;2.141.118;820.893;69.335;1.730.287;1.395.979;410.831;68.040;373.599;35,07%;6,96%;0;21
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DO CIRCUITO CAMPOS DAS VERTENTES LTDA - SICOOB COPERMEC;2232383;b3S;S5;I;2;CLAUDIO;MG;12/2025;2.132.895;944.210;27.826;1.836.810;1.746.021;296.084;24.461;280.935;25,29%;6,58%;0;21
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA CENTRO SUL - CRESOL CENTRO SUL;2910987;b3S;S5;I;2;ERECHIM;RS;12/2025;2.105.440;1.520.414;26.427;1.818.521;1.173.844;286.918;37.134;293.521;19,54%;6,29%;0;32
EDENRED SOLUCOES E IP AHA - PRUDENCIAL;1000084916;n4;NA;C;3;BARUERI;SP;12/2025;2.066.322;300.643;167.412;1.685.077;231.915;381.244;-10.344;129.963;10,92%;NA%;4;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO UNICRED PREMIUM CAPITAL - UNICRED PREMIUM CAPITAL;1635462;b3S;S5;I;2;LAJEADO;RS;12/2025;2.043.708;1.210.868;41.267;1.808.772;1.643.172;234.936;6.149;244.799;18,36%;11,90%;0;29
COOPERATIVA DE CREDITO CREDICERIPA - SICOOB CREDICERIPA;966246;b3S;S4;I;2;ITAI;SP;12/2025;2.022.873;968.199;24.459;1.772.585;1.575.653;250.287;27.403;252.978;20,43%;11,92%;0;33
CENTRAL DAS COOPERATIVAS DE CRÉDITO DO ESTADO DE SÃO PAULO - SICOOB CENTRAL CECRESP;62931522;b3C;S4;I;2;SAO PAULO;SP;12/2025;2.019.665;17.130;1.361.482;1.650.592;1.602.893;369.073;22.638;91.320;35,13%;8,69%;0;0
BANCO RIBEIRÃO PRETO - PRUDENCIAL;1000084349;b1;S4;I;3;RIBEIRAO PRETO;SP;12/2025;2.018.732;1.135.706;665.197;1.795.010;1.769.222;223.722;14.156;226.913;14,62%;5,48%;2;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA UNIÃO DOS VALES - CRESOL UNIÃO DOS VALES;5231945;b3S;S5;I;2;IVAIPORA;PR;12/2025;2.014.027;1.607.407;31.585;1.755.184;939.101;258.843;24.854;278.992;16,84%;9,96%;0;44
BANCO PAULISTA - PRUDENCIAL;1000080381;b1;S4;C;2;SAO PAULO;SP;12/2025;1.999.149;962.986;395.344;1.879.478;1.667.518;119.671;-56.013;162.458;12,96%;2,70%;2;0
COOPERATIVA DE CRÉDITO CREDIGUAÇU - SICOOB CREDIGUAÇU;67960229;b3S;S4;I;2;DESCALVADO;SP;12/2025;1.980.664;787.504;84.572;1.706.820;1.672.445;273.844;32.280;284.788;26,26%;11,83%;0;36
COOPERATIVA DE CRÉDITO ALTO VALE DO ITAJAÍ - SICOOB ALTO VALE;80959612;b3S;S5;I;2;RIO DO SUL;SC;12/2025;1.978.882;911.874;44.523;1.742.023;1.414.607;236.858;20.850;217.697;20,02%;9,57%;0;29
AF DO ESTADO DE SC S.A. - PRUDENCIAL;1000081074;n1;S4;C;1;FLORIANOPOLIS;SC;12/2025;1.945.924;1.506.461;228.712;787.415;718.009;1.158.510;111.766;970.836;69,38%;0,15%;2;0
SICOOB MANTIQUEIRA - COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO;71698674;b3S;S5;I;2;TAUBATE;SP;12/2025;1.944.359;1.334.783;43.596;1.734.190;1.662.544;210.169;16.841;249.843;17,94%;6,48%;0;36
SWAP IP - PRUDENCIAL;1000086732;n4;NA;I;3;SAO PAULO;SP;12/2025;1.940.498;71.571;339.932;1.842.687;284.671;97.811;10.117;86.099;14,07%;NA%;1;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO JAGUARI E ZONA DA MATA - SICREDI VALE DO JAGUARI E ZONA DA MATA RS/MG;87780284;b3S;S4;I;2;SANTIAGO;RS;12/2025;1.938.627;1.303.861;390.488;1.517.795;899.040;420.832;26.387;417.798;25,28%;6,05%;0;29
S3 CACEIS BRASIL DTVM - PRUDENCIAL;1000086622;n2;S4;I;3;SAO PAULO;SP;12/2025;1.930.579;0;450.381;1.009.503;298.347;921.076;166.965;568.712;51,26%;NA%;2;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO METROPOLITANA DE GOIÂNIA LTDA.;7599206;b3S;S5;I;2;GOIANIA;GO;12/2025;1.920.259;1.150.086;121.888;1.426.850;1.251.316;493.408;64.645;398.917;28,51%;5,28%;0;12
SICREDI VEREDAS COOPERATIVA DE CREDITO;72257793;b3S;S4;I;2;FORTALEZA;CE;12/2025;1.880.374;675.939;921.579;1.616.952;1.389.339;263.421;36.539;262.108;36,16%;8,74%;0;26
STATE STREET BRASIL - PRUDENCIAL;1000081627;b1;S4;I;3;SAO PAULO;SP;12/2025;1.879.079;0;940.186;1.166.969;1.123.458;712.110;15.644;709.014;329,31%;0,22%;2;0
CREDISIS PRIMACREDI COOPERATIVA DE CRÉDITO;26563270;b3S;S5;I;2;PRIMAVERA DO LESTE;MT;12/2025;1.869.714;1.294.450;41.634;1.664.389;1.364.909;205.326;5.354;205.220;14,74%;26,85%;0;9
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO PLANALTO CATARINENSE SICOOB CREDIPLANALTO SC/RS;1389651;b3S;S5;I;2;PAPANDUVA;SC;12/2025;1.849.637;1.287.294;135.492;1.650.670;1.434.263;198.968;15.263;195.829;14,41%;10,24%;0;20
COOPERATIVA DE CRÉDITO UNICRED EVOLUÇÃO LTDA. - UNICRED EVOLUÇÃO;1727929;b3S;S5;I;2;PATOS DE MINAS;MG;12/2025;1.827.478;1.094.793;22.748;1.667.380;1.472.074;160.098;4.421;162.706;13,44%;10,29%;0;32
COOPERATIVA DE CRÉDITO COOPERAÇÃO - SICREDI COOPERAÇÃO;87779625;b3S;S4;I;2;NAO-ME-TOQUE;RS;12/2025;1.820.821;1.170.670;462.159;1.489.577;889.692;331.244;15.603;329.096;22,43%;7,24%;0;27
COOPERATIVA DE CRÉDITO E INVESTIMENTO LIBERDADE - SICREDI LIBERDADE;88530142;b3S;S4;I;2;BAGE;RS;12/2025;1.817.361;1.119.566;512.767;1.487.089;855.602;330.272;23.696;328.469;26,27%;12,93%;0;22
CAIXA GERAL - PRUDENCIAL;1000080927;b1;S4;C;3;SAO PAULO;SP;12/2025;1.810.193;889.195;681.859;1.508.674;1.483.084;301.518;0;285.559;22,99%;0,93%;4;0
COOPERATIVA DE CRÉDITO UNICRED VALE LTDA - UNICRED VALE;73443863;b3S;S5;I;2;BLUMENAU;SC;12/2025;1.802.230;1.052.202;31.078;1.629.684;1.507.898;172.546;3.965;180.355;15,90%;9,60%;0;18
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO UNICRED INTEGRAÇÃO LTDA.;73750424;b3S;S5;I;2;CAXIAS DO SUL;RS;12/2025;1.786.474;881.442;33.429;1.628.588;1.499.412;157.885;3.458;162.870;15,48%;12,58%;0;21
BBVA BRASIL BI S.A. - PRUDENCIAL;1000081366;b2;S4;I;3;SAO PAULO;SP;12/2025;1.780.537;542.951;624.882;672.648;567.946;1.107.888;13.826;1.062.915;177,00%;1,44%;2;0
COOPERATIVA CENTRAL DE CRÉDITO DA BAHIA LTDA - SICOOB CENTRAL BA;34148882;b3C;S4;I;2;SALVADOR;BA;12/2025;1.774.667;16.474;387.835;1.606.830;124.241;167.837;8.890;63.296;17,03%;7,59%;0;0
HS FINANCEIRA - PRUDENCIAL;1000083522;n1;S4;C;2;DOIS IRMAOS;RS;12/2025;1.765.464;252.015;310.069;1.298.165;141.944;467.299;123.942;459.134;19,69%;2,19%;3;0
RECARGAPAY IP - PRUDENCIAL;1000085898;n1;S4;C;3;SAO PAULO;SP;12/2025;1.753.575;406.565;709.073;1.570.870;1.165.868;182.705;-1.367;178.653;16,95%;NA%;3;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO SICOOB CENTRO - SICOOB CENTRO;8044854;b3S;S5;I;2;JI-PARANA;RO;12/2025;1.740.331;919.411;44.773;1.480.305;1.076.366;260.026;17.726;254.504;20,97%;9,63%;0;21
COOPERATIVA DE CRÉDITO COOPACREDI LTDA. - SICOOB COOPACREDI;65229254;b3S;S5;I;2;PATROCINIO;MG;12/2025;1.729.677;1.006.332;60.064;1.429.889;1.059.680;299.788;27.137;267.354;21,26%;18,75%;0;21
COOPERATIVA DE CRÉDITO DA AMAZÔNIA - SICOOB AMAZÔNIA;5203605;b3S;S5;I;2;BURITIS;RO;12/2025;1.725.724;1.248.122;44.262;1.473.470;1.138.487;252.254;8.414;240.608;17,73%;14,83%;0;28
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SICOOB ARENITO PARANÁ / SÃO PAULO;7026923;b3S;S5;I;2;UMUARAMA;PR;12/2025;1.723.577;904.951;19.818;1.556.755;1.296.287;166.821;12.348;166.875;18,08%;13,13%;0;37
HP FINANCIAL SERVICES AM S.A - PRUDENCIAL;1000082987;n1;S4;I;3;BARUERI;SP;12/2025;1.707.933;1.570.341;0;479.958;271.132;1.227.974;71.696;1.227.974;95,33%;0,00%;4;0
SENFFNET IP - PRUDENCIAL;1000083670;b1;S4;C;2;CURITIBA;PR;12/2025;1.705.776;1.462.802;12.835;1.307.583;752.590;398.194;36.208;228.764;16,20%;NA%;3;0
COOPERATIVA DE CRÉDITO UNICRED DO ESTADO DE SÃO PAULO LTDA.;71884498;b3S;S5;I;2;CAMPINAS;SP;12/2025;1.704.103;914.418;34.511;1.453.483;1.348.622;250.619;13.151;250.510;24,36%;4,68%;0;34
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA UNIÃO - CRESOL UNIÃO;2446089;b3S;S5;I;2;CORONEL VIVIDA;PR;12/2025;1.690.462;1.321.995;29.622;1.487.986;772.576;202.476;13.716;202.448;15,83%;8,06%;0;21
CENTRAL DAS COOPERATIVAS DE CRÉDITO DOS ESTADOS DE MATO GROSSO, MATO GROSSO DO SUL E DO MUNICÍPIO DE CACOAL/RO - SICOOB CENTRAL RONDON;106180;b3C;S4;I;2;CUIABA;MT;12/2025;1.690.159;18.826;747.579;1.536.475;0;153.684;4.853;78.838;16,52%;4,97%;0;2
CELCOIN IP - PRUDENCIAL;1000085960;n4;NA;C;3;BARUERI;SP;12/2025;1.686.955;0;380.768;1.314.831;906.093;372.125;-8.503;209.417;29,55%;NA%;2;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA PARAÍBA - SICOOB PARAÍBA;11907520;b3S;S5;I;2;CAMPINA GRANDE;PB;12/2025;1.685.920;996.721;63.416;1.364.597;1.305.310;321.323;44.274;308.976;34,76%;6,35%;0;11
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ITAÚNA E REGIÃO LTDA - SICOOB CENTRO-OESTE;66463407;b3S;S5;I;2;ITAUNA;MG;12/2025;1.684.294;755.798;23.255;1.483.609;1.454.660;200.684;12.134;185.911;20,87%;2,54%;0;9
BANCO IBM S.A. - PRUDENCIAL;1000081689;b2;S4;I;2;RIO DE JANEIRO;RJ;12/2025;1.670.033;1.008.488;0;1.154.980;871.394;515.053;7.323;416.274;56,92%;0,04%;2;0
COOPERATIVA DE CRÉDITO SAROM;66402207;b3S;S5;I;2;SAO ROQUE DE MINAS;MG;12/2025;1.664.933;758.694;17.354;1.474.662;1.195.607;190.271;13.272;180.135;19,16%;19,48%;0;30
ENTREPAY IP - PRUDENCIAL;1000087810;n1;S5;C;2;SAO PAULO;SP;12/2025;1.657.705;0;61.795;1.491.661;107.216;166.044;-254.620;NI;NI%;NA%;4;0
COOPERATIVA DE CRÉDITO CREDICOCAPEC;67096909;b3S;S4;I;2;FRANCA;SP;12/2025;1.632.900;909.389;50.470;1.323.727;1.083.284;309.173;35.192;309.144;28,41%;2,26%;0;10
BANCO MONEO S.A. - PRUDENCIAL;1000081500;b2;S4;I;2;CAXIAS DO SUL;RS;12/2025;1.615.919;1.536.892;727;1.295.495;1.241.958;320.424;22.496;322.820;18,97%;0,10%;2;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO UNICRED ELEVA LTDA.;95163002;b3S;S5;I;2;SANTO ANGELO;RS;12/2025;1.612.722;966.581;28.469;1.459.337;1.336.725;153.385;6.002;160.298;15,23%;10,04%;0;18
COOPERATIVA DE CRÉDITO CREDINTER LTDA. - SICOOB CREDINTER;24048910;b3S;S5;I;2;GUARANESIA;MG;12/2025;1.605.769;910.006;42.190;1.396.257;1.210.721;209.512;6.069;200.768;18,49%;8,70%;0;19
BCO ARBI S.A. - PRUDENCIAL;1000081201;b1;S4;I;2;RIO DE JANEIRO;RJ;12/2025;1.585.819;356.134;186.920;1.480.619;1.390.820;105.200;12.344;76.419;11,70%;16,68%;5;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA INTEGRAÇÃO - CRESOL INTEGRAÇÃO;7268499;b3S;S5;I;2;TOLEDO;PR;12/2025;1.562.320;1.147.140;23.228;1.356.200;777.806;206.120;13.959;206.099;18,02%;8,22%;0;31
WISE BRASIL CC - PRUDENCIAL;1000085647;n2;S4;C;3;SAO PAULO;SP;12/2025;1.548.026;0;31.960;1.387.288;951.362;160.738;4.560;160.738;20,45%;NA%;3;0
CHG-MERIDIAN DO BRASIL AM S.A. - PRUDENCIAL;1000082994;n1;S4;I;3;BARUERI;SP;12/2025;1.546.537;329.889;0;1.366.927;984.660;179.611;2.953;173.436;13,21%;1,40%;2;0
AGROLEND SCFI - PRUDENCIAL;1000085867;n1;S5;I;2;SAO PAULO;SP;12/2025;1.538.854;942.914;589.583;1.036.699;1.024.385;502.156;15.062;503.715;44,56%;0,03%;2;0
COOPERATIVA DE CRÉDITO CREDIVERTENTES LTDA. - SICOOB CREDIVERTENTES;22724710;b3S;S5;I;2;SAO TIAGO;MG;12/2025;1.526.629;625.163;25.210;1.286.644;1.231.524;239.986;21.689;226.473;27,25%;7,43%;0;22
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA VANGUARDA - CRESOL VANGUARDA;3965737;b3S;S5;I;2;CHAPECO;SC;12/2025;1.525.344;1.096.254;22.396;1.397.086;825.806;128.258;940;131.810;11,96%;14,10%;0;23
STARK SCD - PRUDENCIAL;1000085513;n1;S4;C;2;SAO PAULO;SP;12/2025;1.517.177;48.714;160.925;1.251.820;973.291;265.356;16.333;265.352;23,82%;10,69%;2;0
CENTRAL DAS COOPERATIVAS DE CRÉDITO DO NORDESTE - SICOOB CENTRAL NE;70116611;b3C;S4;I;2;JOAO PESSOA;PB;12/2025;1.513.546;22.126;468.131;1.419.449;106.031;94.097;5.909;88.313;22,75%;3,84%;0;0
COOPERATIVA DE CRÉDITO CREDINOR LTDA - SICOOB CREDINOR;21866694;b3S;S5;I;2;MONTES CLAROS;MG;12/2025;1.510.173;664.104;26.990;1.283.991;1.172.018;226.182;28.215;214.287;25,47%;17,41%;0;33
COOPERATIVA DE CREDITO CREDISUDESTE LTDA. - SICOOB CREDISUDESTE;22656789;b3S;S5;I;2;MURIAE;MG;12/2025;1.505.824;643.778;44.753;1.334.925;1.017.584;170.899;21.620;146.755;17,62%;15,11%;0;26
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB CREDICARU SC/RS;694389;b3S;S5;I;2;SAO JOSE DO CERRITO;SC;12/2025;1.504.723;1.024.418;30.282;1.235.001;775.890;269.722;20.533;248.358;24,25%;3,24%;0;15
STARA FINANCEIRA S.A. - CFI - PRUDENCIAL;1000083711;n1;S4;I;2;NAO-ME-TOQUE;RS;12/2025;1.485.231;1.424.680;46.462;1.255.362;1.235.736;229.869;11.404;204.569;9,67%;0,67%;2;0
COOPERATIVA DE CRÉDITO CREDICAF LTDA - SICOOB CREDICAF;25395435;b3S;S5;I;2;LAJINHA;MG;12/2025;1.474.329;725.395;64.977;1.237.218;926.446;237.111;21.389;206.856;21,86%;9,59%;0;20
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ITAPIRANGA - SICOOB CREDITAPIRANGA SC/RS;78483310;b3S;S5;I;2;ITAPIRANGA;SC;12/2025;1.463.795;810.609;20.297;1.316.708;843.076;147.086;14.555;132.805;14,36%;8,17%;0;10
COOPERATIVA DE CRÉDITO INTEGRADO - SICOOB INTEGRADO;7122321;b3S;S5;I;2;PATO BRANCO;PR;12/2025;1.455.330;920.521;18.004;1.293.600;1.136.538;161.730;14.153;162.316;18,50%;15,55%;0;45
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA DA AMAZÔNIA - CRESOL AMAZÔNIA;10520232;b3S;S5;I;2;JI-PARANA;RO;12/2025;1.454.636;1.181.568;29.682;1.273.043;512.793;181.593;14.194;185.069;16,91%;8,79%;0;22
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO NORTE DOS ESTADOS DE MATO GROSSO E MATO GROSSO DO SUL - SICOOB UNIÃO MT/MS;3326437;b3S;S5;I;2;CUIABA;MT;12/2025;1.439.538;1.007.380;31.067;1.283.723;1.089.750;155.814;-26.358;NI;NI%;NI%;0;29
BCO KEB DO BRASIL SA - PRUDENCIAL;1000081232;b1;S4;I;3;SAO PAULO;SP;12/2025;1.438.351;138.287;315.960;1.231.172;1.211.489;207.178;9.718;209.517;72,90%;0,64%;2;0
COOPERATIVA DE CRÉDITO SICOOB CREDICAPITAL;4529074;b3S;S5;I;2;CASCAVEL;PR;12/2025;1.431.205;978.748;32.215;1.259.410;1.017.736;171.795;7.814;162.190;16,59%;8,33%;0;25
COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DO PLANALTO SERRA SUL DO RIO GRANDE DO SUL - CRESOL PLANALTO SERRA SUL;5863726;b3S;S5;I;2;SANANDUVA;RS;12/2025;1.427.290;1.025.542;41.581;1.274.467;735.244;152.823;11.074;152.392;14,85%;11,63%;0;29
COOPERATIVA DE POUPANÇA E CRÉDITO DO VALE DO RIO DOCE LTDA - SICOOB CREDIRIODOCE;25606237;b3S;S5;I;2;GOVERNADOR VALADARES;MG;12/2025;1.399.265;446.343;25.417;1.224.359;1.134.146;174.906;20.257;163.650;24,43%;11,89%;0;27
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO NORTE DE MATO GROSSO - SICOOB NORTE MT;23623636;b3S;S5;I;2;SINOP;MT;12/2025;1.396.006;1.027.694;26.767;1.237.834;1.108.800;158.172;-6.378;158.644;14,56%;15,74%;0;27
COOPERATIVA DE CRÉDITO CREDCOOPER LTDA - SICOOB CREDCOOPER;19449602;b3S;S5;I;2;CARATINGA;MG;12/2025;1.382.852;612.011;38.823;1.174.522;906.270;208.330;31.116;187.530;24,73%;3,79%;0;11
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA DE MINAS GERAIS - CRESOL MINAS GERAIS;8624548;b3S;S5;I;2;MURIAE;MG;12/2025;1.361.123;918.573;19.661;1.215.792;741.699;145.331;13.345;147.785;16,37%;14,71%;0;31
COOPERATIVA DE CRÉDITO NOSSOCRÉDITO LTDA - SICOOB NOSSOCRÉDITO;22760839;b3S;S5;I;2;SAO SEBASTIAO DO PARAISO;MG;12/2025;1.360.319;635.499;25.212;1.146.529;1.033.970;213.790;31.359;202.540;26,87%;10,92%;0;11
COOPERATIVA DE CREDITO COOPLIVRE;49389307;b3S;S5;I;2;CAPIVARI;SP;12/2025;1.353.192;686.622;21.557;1.181.566;1.050.768;171.626;12.308;167.752;20,97%;20,68%;0;21
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO TRÊS FRONTEIRAS - SICOOB TRÊS FRONTEIRAS;4876393;b3S;S5;I;2;FOZ DO IGUACU;PR;12/2025;1.352.767;811.749;16.089;1.204.913;1.021.487;147.854;17.241;147.100;17,85%;6,39%;0;21
ASA SCFI - PRUDENCIAL;1000086608;n1;S5;I;2;SAO PAULO;SP;12/2025;1.346.694;539.938;357.357;1.097.331;1.044.270;249.363;-2.408;229.587;46,42%;0,00%;2;0
EMPRESA BRASILEIRA DE BENEFICIOS E PAGAMENTOS IP -;1000087834;n4;NA;I;2;SAO PAULO;SP;12/2025;1.345.374;0;1.283.119;1.287.517;482.983;57.857;-834;57.857;23,67%;NA%;1;0
ICBC DO BRASIL BM S.A. - PRUDENCIAL;1000081830;b1;S4;I;3;SAO PAULO;SP;12/2025;1.345.321;106.928;1.026.092;1.185.652;877.900;159.669;384;438.875;87,71%;0,16%;2;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS NOVA TRENTO   SICOOB TRENTOCREDI SC;2641969;b3S;S5;I;2;NOVA TRENTO;SC;12/2025;1.332.148;694.283;121.224;1.091.141;1.067.906;241.007;27.651;229.895;29,37%;10,34%;0;16
COOPERATIVA DE CRÉDITO CREDIUNA LTDA - SICOOB CREDIUNA;64237530;b3S;S5;I;2;ITAUNA;MG;12/2025;1.328.313;540.366;29.393;1.097.027;975.485;231.287;31.866;219.301;30,27%;8,71%;0;10
BANCO KOMATSU DO BRASIL - PRUDENCIAL;1000084576;b2;S4;I;3;SAO PAULO;SP;12/2025;1.323.890;1.232.757;0;1.088.948;957.096;234.943;15.557;237.171;16,85%;0,22%;2;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO NOROESTE DO ESTADO DE SÃO PAULO - SICREDI NOROESTE SP;3065046;b3S;S4;I;2;SAO JOSE DO RIO PRETO;SP;12/2025;1.304.909;622.670;506.683;1.177.664;850.870;127.246;13.719;135.536;20,00%;16,41%;0;20
IUGU IP - PRUDENCIAL;1000085434;n4;NA;C;2;SAO PAULO;SP;12/2025;1.304.025;0;44.913;1.101.235;421.301;202.790;-55.239;-38.547;-14,92%;NA%;1;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS VALE DO CHAPECOZINHO - SICOOB VALCREDI SUL;2090126;b3S;S5;I;2;PASSOS MAIA;SC;12/2025;1.301.750;849.923;21.114;1.168.218;960.761;133.532;11.797;130.504;14,44%;8,75%;0;19
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE FRUTAL LTDA.   SICOOB FRUTAL;71419600;b3S;S5;I;2;FRUTAL;MG;12/2025;1.278.763;788.071;34.508;1.098.258;797.454;180.505;13.511;163.774;20,87%;5,77%;0;8
EBANX IP - PRUDENCIAL;1000085094;n4;NA;I;2;CURITIBA;PR;12/2025;1.274.117;0;0;1.171.978;1.152.291;102.138;47.780;98.130;62,72%;NA%;1;0
CREDISIS JICRED - COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO JICRED;2309070;b3S;S5;I;2;JI-PARANA;RO;12/2025;1.266.920;742.475;41.105;1.054.099;877.607;212.821;13.735;212.795;23,88%;5,89%;0;26
