Instituição;Código;TCB;SR;TD;TC;Cidade;UF;Data;Disponibilidades (a);Aplicações Interfinanceiras de Liquidez (b);Títulos e Valores Mobiliários (c);Instrumentos Derivativos (d);Operações de Crédito;;;;;Operações de Arrendamento Financeiro;;;;Outras Operações com Características de Concessão de Crédito;;;;;Valores a Receber de Transações de Pagamentos - Usuários Finais (Pós-pago);;;Outros Ativos Realizáveis (i);Ativo Permanente (j);Ativo Total (k) = (a) + (b) + (c) + (d) + (e) + (f) + (g) + (h) + (i) + (j);
;;;;;;;;;;;;;Valor Contábil Bruto (e1);Perda Esperada (e2);Hedge de Valor Justo (e3);Ajuste a Valor Justo (e4);Operações de Crédito (e);Valor Contábil Bruto (f1);Perda Esperada (f2);Hedge de Valor Justo (f3);Operações de Arrendamento Financeiro (f);Valor Contábil Bruto (g1);Perda Esperada (g2);Hedge de Valor Justo (g3);Ajuste a Valor Justo (g4);Outras Operações com Características de Concessão de Crédito (g);Valor Contábil Bruto (h1);Perda Esperada (h2);Valores a Receber de Transações de Pagamentos - Usuários Finais (Pós-pago) (h);;;;
COOPERATIVA DE CRÉDITO DOS MÉDICOS, PROFISSIONAIS DA SAÚDE E EMPRESÁRIOS DE MATO GROSSO;36900256;b3S;S5;I;2;CUIABA;MT;12/2025;2.175;0;41.659;0;1.404.488;-87.585;0;0;1.316.903;0;0;0;0;188;-163;0;0;25;190.908;-1.617;189.291;793.011;25.120;2.368.183
COOPERATIVA CENTRAL DE ECONOMIA E CRÉDITO SICOOB UNIMAIS RIO LTDA.;14568725;b3C;S4;I;2;RIO DE JANEIRO;RJ;12/2025;9;1.278.160;877.420;0;30.052;-151;0;0;29.901;0;0;0;0;688;1;0;0;687;0;0;0;6.336;167.540;2.360.053
COOPERATIVA DE CRÉDITO DE EMPRESÁRIOS - SICOOB/TRANSCREDI;4247370;b3S;S5;I;2;CONCORDIA;SC;12/2025;6.982;46.476;158.061;0;1.422.608;-57.089;0;0;1.365.519;0;0;0;0;149.854;-1.989;0;0;147.865;0;0;0;616.803;8.344;2.350.050
BCO GUANABARA S.A. - PRUDENCIAL;1000081672;b1;S4;C;2;RIO DE JANEIRO;RJ;12/2025;33.319;537.257;554.603;24;1.209.214;-77.732;0;0;1.131.481;0;0;0;0;0;0;0;0;0;0;0;0;43.567;18.661;2.318.913
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE - SICOOB CREDIVALE/SC;86829827;b3S;S5;I;2;BRACO DO NORTE;SC;12/2025;21.002;243.842;45.885;0;1.401.065;-68.752;0;0;1.332.313;0;0;0;0;55.861;-2.751;0;0;53.110;0;0;0;600.844;20.255;2.317.250
COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA - CRESOL NOROESTE;2663426;b3S;S5;I;2;CONSTANTINA;RS;12/2025;6.770;0;80.259;0;1.761.076;-60.927;0;0;1.700.149;0;0;0;0;6.485;-3.474;0;0;3.010;0;0;0;505.838;18.238;2.314.265
COOPERATIVA DE CRÉDITO - SICREDI EXPANSÃO;41180092;b3S;S4;I;2;MACEIO;AL;12/2025;2.100;89.388;752.828;0;1.172.714;-73.637;0;0;1.099.076;0;0;0;0;83.590;-1.278;0;0;82.312;104.068;-3.285;100.784;106.262;69.671;2.302.421
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS OESTE CATARINENSE;78825023;b3S;S5;I;2;PALMITOS;SC;12/2025;5.817;178.294;32.317;0;1.220.919;-83.723;0;0;1.137.197;0;0;0;0;81.041;-3.522;0;0;77.519;0;0;0;846.545;20.491;2.298.179
BCO DES. DO ES S.A. - PRUDENCIAL;1000081304;b4;S4;I;1;VITORIA;ES;12/2025;1.126;665.743;907.401;0;684.273;-75.777;0;0;608.495;0;0;0;0;8.646;-1.957;0;0;6.690;0;0;0;78.908;23.599;2.291.962
COOPERATIVA DE CRÉDITO UNICRED DESBRAVADORA LTDA - UNICRED DESBRAVADORA;1039011;b3S;S5;I;2;CHAPECO;SC;12/2025;7.524;0;36.050;0;1.376.804;-66.942;0;0;1.309.862;0;0;0;0;95;-83;0;0;12;152.421;-998;151.422;754.263;31.337;2.290.471
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA DO VALE EUROPEU - CRESOL VALE EUROPEU;7512780;b3S;S5;I;2;AGUAS MORNAS;SC;12/2025;15.218;184.612;22.748;0;1.530.806;-49.853;0;0;1.480.953;0;0;0;0;5.985;-4.271;0;0;1.714;0;0;0;531.872;32.509;2.269.626
BANCO BARI DE INVESTIMENTO E FINANCI. - PRUDENCIAL;1000080893;b1;S4;C;2;CURITIBA;PR;12/2025;2.373;501;122.532;11.843;1.877.404;-50.388;0;0;1.827.017;0;0;0;0;6.906;-149;0;0;6.757;2.096;-37;2.059;279.265;8.336;2.260.683
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DE MATO GROSSO DO SUL, GOIÁS, DISTRITO FEDERAL E TOCANTINS - CENTRAL SICREDI BRASIL CENTRAL;33737818;b3C;S4;I;2;GOIANIA;GO;12/2025;46;0;1.979.258;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.187;271.544;2.258.035
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA REGIÃO CENTRO OESTE PAULISTA - SICREDI CENTRO OESTE PAULISTA;4463602;b3S;S4;I;2;MARILIA;SP;12/2025;9.173;78.782;880.223;0;997.515;-114.158;0;0;883.357;0;0;0;0;40.176;-191;0;0;39.985;153.667;-7.658;146.009;154.829;58.519;2.250.876
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA ZONA DA MATA LTDA   SICOOB COOPEMATA;2335109;b3S;S5;I;2;CATAGUASES;MG;12/2025;7.380;4.577;33.989;0;939.298;-69.079;0;0;870.218;0;0;0;0;415.754;-8.264;0;0;407.489;0;0;0;907.974;12.139;2.243.768
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO RIO GRANDE DO NORTE - SICREDI RIO GRANDE DO NORTE;70038237;b3S;S4;I;2;NATAL;RN;12/2025;9.657;164.277;732.836;0;1.076.247;-86.725;0;0;989.521;0;0;0;0;8.269;-6;0;0;8.263;207.582;-7.098;200.484;119.814;18.544;2.243.397
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA TRADIÇÃO - CRESOL TRADIÇÃO;4350225;b3S;S5;I;2;FRANCISCO BELTRAO;PR;12/2025;7.676;33.444;29.886;0;1.736.615;-60.650;0;0;1.675.965;0;0;0;0;3.845;-2.442;0;0;1.404;0;0;0;452.823;37.419;2.238.617
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALOR SUSTENTÁVEL - SICREDI VALOR SUSTENTÁVEL PR/SP;81706616;b3S;S4;I;2;JANDAIA DO SUL;PR;12/2025;6.046;65.027;321.392;0;1.365.140;-106.575;0;0;1.258.566;0;0;0;0;161.654;-2.127;0;0;159.527;87.927;-3.126;84.801;203.706;104.483;2.203.546
COOPERATIVA DE CRÉDITO SUL-LITORÂNEA DO ESPÍRITO SANTO;32474884;b3S;S5;I;2;ALFREDO CHAVES;ES;12/2025;26.469;18.609;170.824;0;920.780;-96.685;0;0;824.095;0;0;0;0;40.129;-9.871;0;0;30.258;0;0;0;1.110.466;19.741;2.200.462
COOPERATIVA DE CRÉDITO DA REGIÃO MERIDIONAL DO BRASIL - SICOOB UNICOOB MERIDIONAL;5392810;b3S;S5;I;2;TOLEDO;PR;12/2025;10.812;283.548;31.412;0;1.260.006;-60.838;0;0;1.199.167;0;0;0;0;148.561;-3.165;0;0;145.396;0;0;0;503.030;24.774;2.198.139
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO INTEGRAÇÃO - SICREDI INTEGRAÇÃO PR/SC;81054686;b3S;S4;I;2;LAPA;PR;12/2025;9.514;37.255;957.105;0;907.494;-66.807;0;0;840.687;0;0;0;0;104.149;-4.690;0;0;99.459;102.254;-3.993;98.261;125.222;18.734;2.186.236
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA UNIÃO DOS VALES DO PIRANGA E MATIPÓ LTDA. - SICOOB UNIÃO DOS VALES;1060307;b3S;S5;I;2;RAUL SOARES;MG;12/2025;17.138;36.283;85.058;0;1.024.030;-54.167;0;0;969.864;0;0;0;0;27.285;-3.352;0;0;23.933;0;0;0;1.014.364;34.652;2.181.291
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO ALTO VALE DO ITAJAÍ - VIACREDI ALTO VALE;16779741;b3S;S5;I;2;IBIRAMA;SC;12/2025;13.199;0;54.145;0;1.403.316;-105.591;0;0;1.297.726;0;0;0;0;13.179;-8.884;0;0;4.296;0;0;0;775.104;22.012;2.166.481
COOPERATIVA DE CRÉDITO DO NORTE CATARINENSE E SUL PARANAENSE - SICOOB CREDINORTE;81011686;b3S;S5;I;2;MAFRA;SC;12/2025;18.059;232.315;80.160;0;1.304.582;-108.163;0;0;1.196.419;0;0;0;0;46.691;-5.561;0;0;41.130;0;0;0;567.575;25.539;2.161.196
COOPERATIVA DE CRÉDITO COCRE;54401286;b3S;S4;I;2;PIRACICABA;SP;12/2025;9.588;104.764;177.064;0;627.152;-57.793;0;0;569.359;0;0;0;0;129.910;-4.207;0;0;125.702;0;0;0;1.122.939;32.444;2.141.860
COOPERATIVA DE CRÉDITO CREDILIVRE LTDA. - SICOOB CREDILIVRE;41697103;b3S;S5;I;2;MANHUACU;MG;12/2025;10.535;0;69.335;0;797.609;-63.808;0;0;733.802;0;0;0;0;90.896;-3.805;0;0;87.091;0;0;0;1.214.272;26.083;2.141.118
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DO CIRCUITO CAMPOS DAS VERTENTES LTDA - SICOOB COPERMEC;2232383;b3S;S5;I;2;CLAUDIO;MG;12/2025;10.669;115.070;27.826;0;850.167;-60.983;0;0;789.183;0;0;0;0;158.563;-3.537;0;0;155.027;0;0;0;1.014.605;20.515;2.132.895
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA CENTRO SUL - CRESOL CENTRO SUL;2910987;b3S;S5;I;2;ERECHIM;RS;12/2025;5.175;0;26.427;0;1.617.383;-100.544;0;0;1.516.839;0;0;0;0;8.968;-5.393;0;0;3.575;0;0;0;534.963;18.461;2.105.440
EDENRED SOLUCOES E IP AHA - PRUDENCIAL;1000084916;n4;NA;C;3;BARUERI;SP;12/2025;108.818;561.351;167.412;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;328.724;-28.081;300.643;667.431;260.666;2.066.322
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO UNICRED PREMIUM CAPITAL - UNICRED PREMIUM CAPITAL;1635462;b3S;S5;I;2;LAJEADO;RS;12/2025;6.954;0;41.267;0;1.194.326;-118.175;0;0;1.076.151;0;0;0;0;79;-61;0;0;19;135.986;-1.287;134.698;755.463;29.156;2.043.708
COOPERATIVA DE CREDITO CREDICERIPA - SICOOB CREDICERIPA;966246;b3S;S4;I;2;ITAI;SP;12/2025;8.354;122.805;24.459;0;801.238;-42.542;0;0;758.696;0;0;0;0;219.534;-10.031;0;0;209.503;0;0;0;868.448;30.607;2.022.873
CENTRAL DAS COOPERATIVAS DE CRÉDITO DO ESTADO DE SÃO PAULO - SICOOB CENTRAL CECRESP;62931522;b3C;S4;I;2;SAO PAULO;SP;12/2025;3;310.652;1.361.482;0;17.199;-69;0;0;17.130;0;0;0;0;0;0;0;0;0;0;0;0;8.830;321.567;2.019.665
BANCO RIBEIRÃO PRETO - PRUDENCIAL;1000084349;b1;S4;I;3;RIBEIRAO PRETO;SP;12/2025;61;74.029;665.197;0;849.721;-28.984;0;0;820.737;0;0;0;0;337.187;-22.217;0;0;314.969;0;0;0;131.300;12.438;2.018.732
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA UNIÃO DOS VALES - CRESOL UNIÃO DOS VALES;5231945;b3S;S5;I;2;IVAIPORA;PR;12/2025;8.722;0;31.585;0;1.698.088;-92.451;0;0;1.605.637;0;0;0;0;6.228;-4.458;0;0;1.770;0;0;0;338.533;27.779;2.014.027
BANCO PAULISTA - PRUDENCIAL;1000080381;b1;S4;C;2;SAO PAULO;SP;12/2025;159;1.248;395.344;0;1.027.066;-124.847;0;0;902.219;0;0;0;0;62.254;-1.487;0;0;60.766;0;0;0;630.957;8.455;1.999.149
COOPERATIVA DE CRÉDITO CREDIGUAÇU - SICOOB CREDIGUAÇU;67960229;b3S;S4;I;2;DESCALVADO;SP;12/2025;10.021;63.830;84.572;0;653.731;-65.167;0;0;588.564;0;0;0;0;203.793;-4.853;0;0;198.940;0;0;0;1.001.051;33.687;1.980.664
COOPERATIVA DE CRÉDITO ALTO VALE DO ITAJAÍ - SICOOB ALTO VALE;80959612;b3S;S5;I;2;RIO DO SUL;SC;12/2025;18.006;188.858;44.523;0;946.673;-59.021;0;0;887.652;0;0;0;0;26.585;-2.363;0;0;24.222;0;0;0;794.677;20.944;1.978.882
AF DO ESTADO DE SC S.A. - PRUDENCIAL;1000081074;n1;S4;C;1;FLORIANOPOLIS;SC;12/2025;121;121.472;228.712;0;1.573.032;-66.715;0;0;1.506.317;0;0;0;0;177;-34;0;0;144;0;0;0;86.647;2.512;1.945.924
SICOOB MANTIQUEIRA - COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO;71698674;b3S;S5;I;2;TAUBATE;SP;12/2025;13.889;94.484;43.596;0;1.496.046;-167.546;0;0;1.328.499;0;0;0;0;13.604;-7.320;0;0;6.284;0;0;0;441.166;16.440;1.944.359
SWAP IP - PRUDENCIAL;1000086732;n4;NA;I;3;SAO PAULO;SP;12/2025;5.166;0;339.932;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;72.587;-1.016;71.571;1.505.301;18.529;1.940.498
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO JAGUARI E ZONA DA MATA - SICREDI VALE DO JAGUARI E ZONA DA MATA RS/MG;87780284;b3S;S4;I;2;SANTIAGO;RS;12/2025;6.548;20.480;390.488;0;1.192.327;-104.363;0;0;1.087.964;0;0;0;0;131.989;-4.622;0;0;127.367;92.655;-4.125;88.530;188.958;28.292;1.938.627
S3 CACEIS BRASIL DTVM - PRUDENCIAL;1000086622;n2;S4;I;3;SAO PAULO;SP;12/2025;106.928;932.999;450.381;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;89.397;350.874;1.930.579
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO METROPOLITANA DE GOIÂNIA LTDA.;7599206;b3S;S5;I;2;GOIANIA;GO;12/2025;3.420;42.135;121.888;0;1.179.137;-121.791;0;0;1.057.346;0;0;0;0;109.173;-16.433;0;0;92.740;0;0;0;581.535;21.195;1.920.259
SICREDI VEREDAS COOPERATIVA DE CREDITO;72257793;b3S;S4;I;2;FORTALEZA;CE;12/2025;3.081;125.407;921.579;0;574.320;-36.694;0;0;537.625;0;0;0;0;39.206;-142;0;0;39.064;101.790;-2.540;99.250;129.204;25.163;1.880.374
STATE STREET BRASIL - PRUDENCIAL;1000081627;b1;S4;I;3;SAO PAULO;SP;12/2025;7.770;887.000;940.186;1.836;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37.603;4.683;1.879.079
CREDISIS PRIMACREDI COOPERATIVA DE CRÉDITO;26563270;b3S;S5;I;2;PRIMAVERA DO LESTE;MT;12/2025;1.722;0;41.634;0;1.267.617;-76.384;0;0;1.191.233;0;0;0;0;112.475;-9.258;0;0;103.216;0;0;0;476.701;55.209;1.869.714
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO PLANALTO CATARINENSE SICOOB CREDIPLANALTO SC/RS;1389651;b3S;S5;I;2;PAPANDUVA;SC;12/2025;12.446;150.094;135.492;0;1.226.782;-49.769;0;0;1.177.013;0;0;0;0;111.707;-1.426;0;0;110.281;0;0;0;244.174;20.138;1.849.637
COOPERATIVA DE CRÉDITO UNICRED EVOLUÇÃO LTDA. - UNICRED EVOLUÇÃO;1727929;b3S;S5;I;2;PATOS DE MINAS;MG;12/2025;6.204;0;22.748;0;1.033.949;-84.823;0;0;949.126;0;0;0;0;0;0;0;0;0;147.147;-1.480;145.667;686.980;16.753;1.827.478
COOPERATIVA DE CRÉDITO COOPERAÇÃO - SICREDI COOPERAÇÃO;87779625;b3S;S4;I;2;NAO-ME-TOQUE;RS;12/2025;8.226;16.769;462.159;0;924.286;-55.618;0;0;868.668;0;0;0;0;255.925;-19.985;0;0;235.940;68.480;-2.419;66.061;137.030;25.967;1.820.821
COOPERATIVA DE CRÉDITO E INVESTIMENTO LIBERDADE - SICREDI LIBERDADE;88530142;b3S;S4;I;2;BAGE;RS;12/2025;4.510;54.519;512.767;0;977.162;-46.875;0;0;930.287;0;0;0;0;123.372;-1.832;0;0;121.540;70.213;-2.474;67.739;81.731;44.270;1.817.361
CAIXA GERAL - PRUDENCIAL;1000080927;b1;S4;C;3;SAO PAULO;SP;12/2025;2.125;78.499;681.859;30.166;46.598;-7.928;0;0;38.670;0;0;0;0;917.345;-66.821;0;0;850.524;0;0;0;124.762;3.587;1.810.193
COOPERATIVA DE CRÉDITO UNICRED VALE LTDA - UNICRED VALE;73443863;b3S;S5;I;2;BLUMENAU;SC;12/2025;8.051;0;31.078;0;990.587;-40.447;0;0;950.140;0;0;0;0;30;-26;0;0;4;102.914;-856;102.058;693.551;17.348;1.802.230
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO UNICRED INTEGRAÇÃO LTDA.;73750424;b3S;S5;I;2;CAXIAS DO SUL;RS;12/2025;11.371;0;33.429;0;823.709;-48.211;0;0;775.497;0;0;0;0;124;-107;0;0;17;106.967;-1.040;105.928;839.724;20.507;1.786.474
BBVA BRASIL BI S.A. - PRUDENCIAL;1000081366;b2;S4;I;3;SAO PAULO;SP;12/2025;9.466;0;624.882;13.893;0;0;0;0;0;0;0;0;0;553.467;-10.516;0;0;542.951;0;0;0;530.883;58.461;1.780.537
COOPERATIVA CENTRAL DE CRÉDITO DA BAHIA LTDA - SICOOB CENTRAL BA;34148882;b3C;S4;I;2;SALVADOR;BA;12/2025;114;1.240.204;387.835;0;16.555;-81;0;0;16.474;0;0;0;0;0;0;0;0;0;0;0;0;3.932;126.110;1.774.667
HS FINANCEIRA - PRUDENCIAL;1000083522;n1;S4;C;2;DOIS IRMAOS;RS;12/2025;7.904;17.710;310.069;0;146.026;-41.308;0;0;104.718;0;0;0;0;0;0;0;0;0;150.296;-2.998;147.297;1.167.731;10.035;1.765.464
RECARGAPAY IP - PRUDENCIAL;1000085898;n1;S4;C;3;SAO PAULO;SP;12/2025;33.238;80.000;709.073;0;463.868;-228.646;0;0;235.222;0;0;0;0;0;0;0;0;0;178.377;-7.034;171.343;504.665;20.035;1.753.575
COOPERATIVA DE CRÉDITO E INVESTIMENTO SICOOB CENTRO - SICOOB CENTRO;8044854;b3S;S5;I;2;JI-PARANA;RO;12/2025;5.418;92.174;44.773;0;957.060;-103.428;0;0;853.631;0;0;0;0;77.996;-12.217;0;0;65.780;0;0;0;653.948;24.607;1.740.331
COOPERATIVA DE CRÉDITO COOPACREDI LTDA. - SICOOB COOPACREDI;65229254;b3S;S5;I;2;PATROCINIO;MG;12/2025;6.664;61.806;60.064;0;847.795;-44.990;0;0;802.806;0;0;0;0;209.813;-6.287;0;0;203.526;0;0;0;544.678;50.133;1.729.677
COOPERATIVA DE CRÉDITO DA AMAZÔNIA - SICOOB AMAZÔNIA;5203605;b3S;S5;I;2;BURITIS;RO;12/2025;15.838;0;44.262;0;1.223.776;-99.438;0;0;1.124.338;0;0;0;0;142.082;-18.298;0;0;123.784;0;0;0;381.659;35.843;1.725.724
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SICOOB ARENITO PARANÁ / SÃO PAULO;7026923;b3S;S5;I;2;UMUARAMA;PR;12/2025;7.060;272.100;19.818;0;838.981;-54.567;0;0;784.413;0;0;0;0;125.039;-4.502;0;0;120.537;0;0;0;497.610;22.038;1.723.577
HP FINANCIAL SERVICES AM S.A - PRUDENCIAL;1000082987;n1;S4;I;3;BARUERI;SP;12/2025;22.842;0;0;0;0;0;0;0;0;1.632.821;-62.480;0;1.570.341;0;0;0;0;0;0;0;0;100.541;14.208;1.707.933
SENFFNET IP - PRUDENCIAL;1000083670;b1;S4;C;2;CURITIBA;PR;12/2025;75.347;25.714;12.835;0;671.626;-41.553;0;0;630.073;0;0;0;0;0;0;0;0;0;1.139.424;-306.695;832.728;89.514;39.564;1.705.776
COOPERATIVA DE CRÉDITO UNICRED DO ESTADO DE SÃO PAULO LTDA.;71884498;b3S;S5;I;2;CAMPINAS;SP;12/2025;1.859;0;34.511;0;871.202;-40.419;0;0;830.782;0;0;0;0;0;0;0;0;0;84.341;-705;83.636;741.488;11.827;1.704.103
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA UNIÃO - CRESOL UNIÃO;2446089;b3S;S5;I;2;CORONEL VIVIDA;PR;12/2025;6.722;0;29.622;0;1.405.434;-84.973;0;0;1.320.461;0;0;0;0;5.241;-3.707;0;0;1.533;0;0;0;315.807;16.315;1.690.462
CENTRAL DAS COOPERATIVAS DE CRÉDITO DOS ESTADOS DE MATO GROSSO, MATO GROSSO DO SUL E DO MUNICÍPIO DE CACOAL/RO - SICOOB CENTRAL RONDON;106180;b3C;S4;I;2;CUIABA;MT;12/2025;3;827.858;747.579;0;19.000;-174;0;0;18.826;0;0;0;0;0;0;0;0;0;0;0;0;32.359;63.535;1.690.159
CELCOIN IP - PRUDENCIAL;1000085960;n4;NA;C;3;BARUERI;SP;12/2025;4.532;0;380.768;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.174.236;127.420;1.686.955
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA PARAÍBA - SICOOB PARAÍBA;11907520;b3S;S5;I;2;CAMPINA GRANDE;PB;12/2025;35.300;22.182;63.416;0;1.029.256;-78.881;0;0;950.374;0;0;0;0;49.666;-3.320;0;0;46.346;0;0;0;548.030;20.271;1.685.920
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ITAÚNA E REGIÃO LTDA - SICOOB CENTRO-OESTE;66463407;b3S;S5;I;2;ITAUNA;MG;12/2025;14.738;12.203;23.255;0;840.427;-86.055;0;0;754.372;0;0;0;0;6.327;-4.901;0;0;1.426;0;0;0;873.488;4.811;1.684.294
BANCO IBM S.A. - PRUDENCIAL;1000081689;b2;S4;I;2;RIO DE JANEIRO;RJ;12/2025;5.026;100.121;0;0;0;0;0;0;0;1.020.855;-18.871;0;1.001.984;6.660;-156;0;0;6.504;0;0;0;555.456;942;1.670.033
COOPERATIVA DE CRÉDITO SAROM;66402207;b3S;S5;I;2;SAO ROQUE DE MINAS;MG;12/2025;7.261;18.527;17.354;0;670.135;-36.991;0;0;633.145;0;0;0;0;129.757;-4.207;0;0;125.550;0;0;0;827.972;35.126;1.664.933
ENTREPAY IP - PRUDENCIAL;1000087810;n1;S5;C;2;SAO PAULO;SP;12/2025;6.700;3.238;61.795;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.520.572;65.400;1.657.705
COOPERATIVA DE CRÉDITO CREDICOCAPEC;67096909;b3S;S4;I;2;FRANCA;SP;12/2025;1.970;9.875;50.470;0;548.414;-22.880;0;0;525.534;0;0;0;0;386.931;-3.075;0;0;383.856;0;0;0;654.185;7.011;1.632.900
BANCO MONEO S.A. - PRUDENCIAL;1000081500;b2;S4;I;2;CAXIAS DO SUL;RS;12/2025;67;42.542;727;0;1.518.708;-32.677;0;0;1.486.031;0;0;0;0;51.776;-915;0;0;50.861;0;0;0;34.867;824;1.615.919
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO UNICRED ELEVA LTDA.;95163002;b3S;S5;I;2;SANTO ANGELO;RS;12/2025;3.307;0;28.469;0;944.858;-72.091;0;0;872.767;0;0;0;0;24;-21;0;0;3;94.734;-924;93.810;598.234;16.132;1.612.722
COOPERATIVA DE CRÉDITO CREDINTER LTDA. - SICOOB CREDINTER;24048910;b3S;S5;I;2;GUARANESIA;MG;12/2025;8.810;52.746;42.190;0;893.948;-108.961;0;0;784.986;0;0;0;0;135.724;-10.705;0;0;125.019;0;0;0;574.526;17.492;1.605.769
BCO ARBI S.A. - PRUDENCIAL;1000081201;b1;S4;I;2;RIO DE JANEIRO;RJ;12/2025;7.460;739.993;186.920;103;255.381;-12.250;0;0;243.130;0;0;0;0;113.664;-2.685;0;0;110.980;2.097;-73;2.024;253.678;41.531;1.585.819
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA INTEGRAÇÃO - CRESOL INTEGRAÇÃO;7268499;b3S;S5;I;2;TOLEDO;PR;12/2025;5.627;0;23.228;0;1.193.548;-48.102;0;0;1.145.446;0;0;0;0;5.280;-3.586;0;0;1.694;0;0;0;369.391;16.935;1.562.320
WISE BRASIL CC - PRUDENCIAL;1000085647;n2;S4;C;3;SAO PAULO;SP;12/2025;115.340;1.091.453;31.960;1.816;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;291.296;16.160;1.548.026
CHG-MERIDIAN DO BRASIL AM S.A. - PRUDENCIAL;1000082994;n1;S4;I;3;BARUERI;SP;12/2025;1.762;0;0;3;0;0;0;0;0;339.117;-9.228;0;329.889;0;0;0;0;0;0;0;0;216.704;998.179;1.546.537
AGROLEND SCFI - PRUDENCIAL;1000085867;n1;S5;I;2;SAO PAULO;SP;12/2025;1.498;0;589.583;0;968.184;-25.270;0;0;942.914;0;0;0;0;0;0;0;0;0;0;0;0;4.723;136;1.538.854
COOPERATIVA DE CRÉDITO CREDIVERTENTES LTDA. - SICOOB CREDIVERTENTES;22724710;b3S;S5;I;2;SAO TIAGO;MG;12/2025;10.177;55.304;25.210;0;528.932;-43.100;0;0;485.832;0;0;0;0;146.149;-6.819;0;0;139.331;0;0;0;793.943;16.832;1.526.629
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA VANGUARDA - CRESOL VANGUARDA;3965737;b3S;S5;I;2;CHAPECO;SC;12/2025;6.939;0;22.396;0;1.130.208;-35.105;0;0;1.095.103;0;0;0;0;3.635;-2.484;0;0;1.151;0;0;0;381.175;18.580;1.525.344
STARK SCD - PRUDENCIAL;1000085513;n1;S4;C;2;SAO PAULO;SP;12/2025;10.245;0;160.925;0;17.473;-245;0;0;17.229;0;0;0;0;0;0;0;0;0;31.932;-447;31.485;1.268.841;28.451;1.517.177
CENTRAL DAS COOPERATIVAS DE CRÉDITO DO NORDESTE - SICOOB CENTRAL NE;70116611;b3C;S4;I;2;JOAO PESSOA;PB;12/2025;3;1.007.474;468.131;0;22.229;-103;0;0;22.126;0;0;0;0;0;0;0;0;0;0;0;0;2.735;13.076;1.513.546
COOPERATIVA DE CRÉDITO CREDINOR LTDA - SICOOB CREDINOR;21866694;b3S;S5;I;2;MONTES CLAROS;MG;12/2025;14.163;77.552;26.990;0;640.946;-41.122;0;0;599.824;0;0;0;0;68.663;-4.383;0;0;64.280;0;0;0;690.067;37.299;1.510.173
COOPERATIVA DE CREDITO CREDISUDESTE LTDA. - SICOOB CREDISUDESTE;22656789;b3S;S5;I;2;MURIAE;MG;12/2025;13.162;45.588;44.753;0;630.097;-24.761;0;0;605.335;0;0;0;0;41.167;-2.724;0;0;38.443;0;0;0;736.209;22.333;1.505.824
