Instituição;Código;TCB;SR;TCip;TD;TC;Cidade;UF;Data;Patrimônio de Referência para Comparação com o RWA;;;;;Ativos Ponderados pelo Risco (RWA);;;;;;;;;;;Exposição Total (k);Índice de Capital Principal (l) = (a) / (j);Índice de Capital Nível I (m) = (c) / (j);Índice de Basileia (n) = (e) / (j);Adicional de Capital Principal;IRRBB;Razão de Alavancagem (o) = (c) / (k);Índice de Imobilização (p);
;;;;;;;;;;Patrimônio de Referência Nível I para Comparação com RWA;;;Capital Nível II (d);Patrimônio de Referência para Comparação com o RWA (e);RWA para Risco de Crédito (f);RWA para Risco de Mercado;;;;;;;RWA para Risco Operacional (h);RWAsp (i);Ativos Ponderados pelo Risco (RWA) (j) = (f) + (g) + (h) + (i);;;;;;;;;
;;;;;;;;;;Capital Principal para Comparação com RWA (a);Capital Complementar (b);Patrimônio de Referência Nível I para Comparação com RWA (c) = (a) + (b);;;;RWAcam (g1);RWAcom (g2);RWAjur (g3);RWAacs (g4);RWAcva (g5);RWAdrc (g6);RWA para Risco de Mercado (g) = (g1) + (g2) + (g3) + (g4) + (g5) + (g6);;;;;;;;;;;;
COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DO PLANALTO SERRA SUL DO RIO GRANDE DO SUL - CRESOL PLANALTO SERRA SUL;5863726;b3S;S5;1;I;2;SANANDUVA;RS;12/2025;NA;NA;NA;NA;152.392;990.346;NA;NA;NA;NA;NA;NA;0;35.618;0;1.025.964;NA;NA%;NA%;14,85%;NA;NA;NA%;11,63%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB CREDICARU SC/RS;694389;b3S;S5;1;I;2;SAO JOSE DO CERRITO;SC;12/2025;NA;NA;NA;NA;248.358;980.562;NA;NA;NA;NA;NA;NA;0;43.601;0;1.024.163;NA;NA%;NA%;24,25%;NA;NA;NA%;3,24%
NATURA &CO PAY SCD;1000086598;n1;S5;1;I;2;SAO PAULO;SP;12/2025;NA;NA;NA;NA;530.808;995.242;NA;NA;NA;NA;NA;NA;0;25.866;0;1.021.107;NA;NA%;NA%;51,98%;NA;NA;NA%;0,00%
BMP SCMEPP LTDA - PRUDENCIAL;1000083292;n1;S5;1;C;2;SAO PAULO;SP;12/2025;NA;NA;NA;NA;179.418;463.689;NA;NA;NA;NA;NA;NA;0;213.057;323.738;1.000.485;NA;NA%;NA%;17,93%;NA;NA;NA%;4,64%
CONFEDERAÇÃO NACIONAL DAS COOPERATIVAS CENTRAIS DE CRÉDITO E ECONOMIA FAMILIAR E SOLIDÁRIA - CRESOL CONFEDERAÇÃO;10398952;b3C;S3;1;I;2;FLORIANOPOLIS;SC;12/2025;191.510;0;191.510;0;191.510;544.720;9.586;7.747;83.801;182;0;194.622;295.938;152.030;0;992.689;6.755.053;19,29%;19,29%;19,29%;24.817;13.431;2,84%;3,20%
BCO DES. DO ES S.A. - PRUDENCIAL;1000081304;b4;S4;1;I;1;VITORIA;ES;12/2025;541.343;0;541.343;0;541.343;762.032;0;0;0;0;0;0;0;227.915;0;989.947;1.689.034;54,68%;54,68%;54,68%;24.749;34.200;32,05%;0,91%
BPCE EQUIPMENT AM - PRUDENCIAL;1000088390;n1;S4;1;I;3;BARUERI;SP;12/2025;120.550;0;120.550;0;120.550;935.154;45.250;0;0;0;0;0;45.250;9.460;0;989.865;NA;12,18%;12,18%;12,18%;24.747;13.185;NA%;1,10%
COOPERATIVA DE CRÉDITO SICOOB CREDICAPITAL;4529074;b3S;S5;1;I;2;CASCAVEL;PR;12/2025;NA;NA;NA;NA;162.190;912.220;NA;NA;NA;NA;NA;NA;0;65.338;0;977.558;NA;NA%;NA%;16,59%;NA;NA;NA%;8,33%
BANCO TOPÁZIO S.A. - PRUDENCIAL;1000081517;b1;S4;1;I;3;PORTO ALEGRE;RS;12/2025;278.360;0;278.360;0;278.360;223.247;9.766;0;0;0;5.631;0;15.397;732.083;0;970.727;2.474.118;28,68%;28,68%;28,68%;48.536;12.228;11,25%;4,32%
COOPERATIVA DE CRÉDITO DA FOZ DO RIO ITAJAÍ AÇU - CREDIFOZ;9512539;b3S;S5;1;I;2;ITAJAI;SC;12/2025;NA;NA;NA;NA;201.356;898.352;NA;NA;NA;NA;NA;NA;0;71.890;0;970.243;NA;NA%;NA%;20,75%;NA;NA;NA%;8,81%
COOPERATIVA CENTRAL DE CRÉDITO DE GOIÁS, DISTRITO FEDERAL E TOCANTINS LTDA. - SICOOB NOVA CENTRAL;33416108;b3C;S4;1;I;2;GOIANIA;GO;12/2025;165.216;0;165.216;0;165.216;837.101;0;0;0;1.044;0;0;1.044;126.820;0;964.965;6.499.552;17,12%;17,12%;17,12%;24.124;2.683;2,54%;6,36%
HAITONG - PRUDENCIAL;1000080666;b2;S4;1;C;3;SAO PAULO;SP;12/2025;244.720;0;244.720;0;244.720;635.953;790;0;128.954;0;40;0;129.784;196.923;0;962.660;7.947.964;25,42%;25,42%;25,42%;24.067;21.241;3,08%;2,76%
COOPERATIVA DE CRÉDITO CREDICAF LTDA - SICOOB CREDICAF;25395435;b3S;S5;1;I;2;LAJINHA;MG;12/2025;NA;NA;NA;NA;206.856;900.301;NA;NA;NA;NA;NA;NA;0;45.975;0;946.276;NA;NA%;NA%;21,86%;NA;NA;NA%;9,59%
COOPERATIVA DE CRÉDITO SAROM;66402207;b3S;S5;1;I;2;SAO ROQUE DE MINAS;MG;12/2025;NA;NA;NA;NA;180.135;896.390;NA;NA;NA;NA;NA;NA;0;43.809;0;940.199;NA;NA%;NA%;19,16%;NA;NA;NA%;19,48%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ITAPIRANGA - SICOOB CREDITAPIRANGA SC/RS;78483310;b3S;S5;1;I;2;ITAPIRANGA;SC;12/2025;NA;NA;NA;NA;132.805;898.240;NA;NA;NA;NA;NA;NA;0;26.741;0;924.981;NA;NA%;NA%;14,36%;NA;NA;NA%;8,17%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SICOOB ARENITO PARANÁ / SÃO PAULO;7026923;b3S;S5;1;I;2;UMUARAMA;PR;12/2025;NA;NA;NA;NA;166.875;867.947;NA;NA;NA;NA;NA;NA;0;55.026;0;922.974;NA;NA%;NA%;18,08%;NA;NA;NA%;13,13%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO UNIÃO E NEGÓCIOS - SICOOB INTEGRAÇÃO;8742188;b3S;S5;1;I;2;CUIABA;MT;12/2025;NA;NA;NA;NA;130.147;869.823;NA;NA;NA;NA;NA;NA;0;46.972;0;916.795;NA;NA%;NA%;14,20%;NA;NA;NA%;18,37%
CREDI SHOP S.A. - PRUDENCIAL;1000084923;n1;S5;3;C;2;TERESINA;PI;12/2025;NA;NA;NA;NA;290.134;866.539;NA;NA;NA;NA;NA;NA;0;20.118;19.356;906.013;NA;NA%;NA%;32,02%;NA;NA;NA%;NA%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS VALE DO CHAPECOZINHO - SICOOB VALCREDI SUL;2090126;b3S;S5;1;I;2;PASSOS MAIA;SC;12/2025;NA;NA;NA;NA;130.504;871.975;NA;NA;NA;NA;NA;NA;0;32.070;0;904.044;NA;NA%;NA%;14,44%;NA;NA;NA%;8,75%
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA DE MINAS GERAIS - CRESOL MINAS GERAIS;8624548;b3S;S5;1;I;2;MURIAE;MG;12/2025;NA;NA;NA;NA;147.785;864.520;NA;NA;NA;NA;NA;NA;0;38.304;0;902.824;NA;NA%;NA%;16,37%;NA;NA;NA%;14,71%
EQI INVESTIMENTOS CTVM - PRUDENCIAL;1000087119;n2;S4;3;I;2;SAO PAULO;SP;12/2025;175.065;0;175.065;0;175.065;167.904;0;0;42.496;40.036;0;73.594;156.127;577.461;0;901.492;NA;19,42%;19,42%;19,42%;22.537;0;NA%;NA%
FATOR - PRUDENCIAL;1000080350;b1;S4;1;C;2;SAO PAULO;SP;12/2025;132.427;0;132.427;0;132.427;532.666;86;0;231.932;76.636;0;0;308.655;58.872;0;900.193;383.221;14,71%;14,71%;14,71%;22.505;5.910;34,56%;17,57%
BNY MELLON - PRUDENCIAL;1000080910;b1;S4;1;C;3;RIO DE JANEIRO;RJ;12/2025;529.246;0;529.246;0;529.246;134.595;38.923;0;0;0;0;0;38.923;726.559;0;900.077;1.021.632;58,80%;58,80%;58,80%;22.502;26.881;51,80%;6,07%
COOPERATIVA DE CRÉDITO NOROESTE DE MINAS LTDA. - SICOOB NOROESTE DE MINAS;86564051;b3S;S5;1;I;2;UNAI;MG;12/2025;NA;NA;NA;NA;133.461;848.324;NA;NA;NA;NA;NA;NA;0;45.479;0;893.803;NA;NA%;NA%;14,93%;NA;NA;NA%;6,88%
CREDISIS JICRED - COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO JICRED;2309070;b3S;S5;1;I;2;JI-PARANA;RO;12/2025;NA;NA;NA;NA;212.795;834.483;NA;NA;NA;NA;NA;NA;0;56.578;0;891.061;NA;NA%;NA%;23,88%;NA;NA;NA%;5,89%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ITAÚNA E REGIÃO LTDA - SICOOB CENTRO-OESTE;66463407;b3S;S5;1;I;2;ITAUNA;MG;12/2025;NA;NA;NA;NA;185.911;846.442;NA;NA;NA;NA;NA;NA;0;44.502;0;890.944;NA;NA%;NA%;20,87%;NA;NA;NA%;2,54%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA PARAÍBA - SICOOB PARAÍBA;11907520;b3S;S5;1;I;2;CAMPINA GRANDE;PB;12/2025;NA;NA;NA;NA;308.976;835.962;NA;NA;NA;NA;NA;NA;0;52.859;0;888.821;NA;NA%;NA%;34,76%;NA;NA;NA%;6,35%
COOPERATIVA DE CRÉDITO EVOLUA;10311218;b3S;S5;1;I;2;FRANCISCO BELTRAO;PR;12/2025;NA;NA;NA;NA;146.101;829.201;NA;NA;NA;NA;NA;NA;0;59.317;0;888.518;NA;NA%;NA%;16,44%;NA;NA;NA%;9,84%
CREDISIS CREDIARI - COOPERATIVA DE CRÉDITO LTDA.;3222753;b3S;S5;1;I;2;ARIQUEMES;RO;12/2025;NA;NA;NA;NA;392.864;828.518;NA;NA;NA;NA;NA;NA;0;59.114;0;887.632;NA;NA%;NA%;44,26%;NA;NA;NA%;7,48%
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA PROGRESSO - CRESOL PROGRESSO;2448310;b3S;S5;1;I;2;CASCAVEL;PR;12/2025;NA;NA;NA;NA;136.259;844.413;NA;NA;NA;NA;NA;NA;0;33.189;0;877.601;NA;NA%;NA%;15,53%;NA;NA;NA%;6,22%
COOPERATIVA DE CRÉDITO INTEGRADO - SICOOB INTEGRADO;7122321;b3S;S5;1;I;2;PATO BRANCO;PR;12/2025;NA;NA;NA;NA;162.316;823.207;NA;NA;NA;NA;NA;NA;0;54.095;0;877.302;NA;NA%;NA%;18,50%;NA;NA;NA%;15,55%
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA ESSÊNCIA - CRESOL ESSÊNCIA;6031727;b3S;S5;1;I;2;SANTO CRISTO;RS;12/2025;NA;NA;NA;NA;141.069;843.339;NA;NA;NA;NA;NA;NA;0;28.012;0;871.351;NA;NA%;NA%;16,19%;NA;NA;NA%;8,76%
BANCO XCMG BRASIL - PRUDENCIAL;1000085300;b2;S4;1;I;3;POUSO ALEGRE;MG;12/2025;263.797;0;263.797;0;263.797;806.257;910;0;0;0;0;0;910;63.841;0;871.008;1.108.423;30,29%;30,29%;30,29%;21.775;1.737;23,80%;0,08%
OLIVEIRA TRUST DTVM S.A. - PRUDENCIAL;1000084040;n2;S4;3;I;2;RIO DE JANEIRO;RJ;12/2025;99.130;0;99.130;0;99.130;59.254;0;0;372;0;0;300;672;387.563;418.748;866.237;NA;11,44%;11,44%;11,44%;21.656;0;NA%;NA%
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA TRIUNFO - CRESOL TRIUNFO;8560508;b3S;S5;1;I;2;SAO JOAO DO TRIUNFO;PR;12/2025;NA;NA;NA;NA;130.993;834.813;NA;NA;NA;NA;NA;NA;0;29.919;0;864.731;NA;NA%;NA%;15,15%;NA;NA;NA%;9,77%
PAYPAL DO BRASIL IP - PRUDENCIAL;1000085018;n4;NA;2;I;3;SAO PAULO;SP;12/2025;NA;NA;NA;NA;571.638;443.622;916;NA;NA;NA;NA;NA;916;0;417.914;862.451;NA;NA%;NA%;66,28%;NA;NA;NA%;NA%
BANCO BARI DE INVESTIMENTO E FINANCI. - PRUDENCIAL;1000080893;b1;S4;1;C;2;CURITIBA;PR;12/2025;175.530;0;175.530;7.202;182.732;752.050;438;0;0;0;13.522;0;13.961;84.180;0;850.190;2.233.006;20,65%;20,65%;21,49%;21.255;12.085;7,86%;1,52%
COOPERATIVA DE CRÉDITO CREDINOR LTDA - SICOOB CREDINOR;21866694;b3S;S5;1;I;2;MONTES CLAROS;MG;12/2025;NA;NA;NA;NA;214.287;786.953;NA;NA;NA;NA;NA;NA;0;54.224;0;841.178;NA;NA%;NA%;25,47%;NA;NA;NA%;17,41%
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA NORTE PARANAENSE - CRESOL NORTE PARANAENSE;7925729;b3S;S5;1;I;2;LONDRINA;PR;12/2025;NA;NA;NA;NA;123.109;803.505;NA;NA;NA;NA;NA;NA;0;33.700;0;837.206;NA;NA%;NA%;14,70%;NA;NA;NA%;5,27%
COOPERATIVA DE CREDITO CREDISUDESTE LTDA. - SICOOB CREDISUDESTE;22656789;b3S;S5;1;I;2;MURIAE;MG;12/2025;NA;NA;NA;NA;146.755;782.950;NA;NA;NA;NA;NA;NA;0;50.154;0;833.104;NA;NA%;NA%;17,62%;NA;NA;NA%;15,11%
COOPERATIVA DE CRÉDITO CREDIVERTENTES LTDA. - SICOOB CREDIVERTENTES;22724710;b3S;S5;1;I;2;SAO TIAGO;MG;12/2025;NA;NA;NA;NA;226.473;781.431;NA;NA;NA;NA;NA;NA;0;49.582;0;831.013;NA;NA%;NA%;27,25%;NA;NA;NA%;7,43%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO TRÊS FRONTEIRAS - SICOOB TRÊS FRONTEIRAS;4876393;b3S;S5;1;I;2;FOZ DO IGUACU;PR;12/2025;NA;NA;NA;NA;147.100;780.419;NA;NA;NA;NA;NA;NA;0;43.457;0;823.876;NA;NA%;NA%;17,85%;NA;NA;NA%;6,39%
SIMPALA CFI - PRUDENCIAL;1000085070;n1;S4;1;C;2;PORTO ALEGRE;RS;12/2025;27.006;0;27.006;31.442;58.448;599.836;0;0;0;0;0;0;0;218.268;0;818.104;NA;3,30%;3,30%;7,14%;20.453;533;NA%;4,53%
COOPERATIVA DE CRÉDITO DO NORTE CATARINENSE - ACREDICOOP;3461243;b3S;S5;1;I;2;JOINVILLE;SC;12/2025;NA;NA;NA;NA;150.564;754.282;NA;NA;NA;NA;NA;NA;0;60.492;0;814.774;NA;NA%;NA%;18,48%;NA;NA;NA%;7,60%
DEUTSCHE SPARKASSEN LEASING DO BRASIL - PRUDENCIAL;1000084545;b2;S4;1;I;3;SAO PAULO;SP;12/2025;69.780;0;69.780;36.206;105.986;744.004;6.428;0;0;0;0;0;6.428;58.998;0;809.430;930.610;8,62%;8,62%;13,09%;20.236;3.904;7,50%;0,08%
BANCO SEMEAR - PRUDENCIAL;1000081380;b1;S4;1;I;2;BELO HORIZONTE;MG;12/2025;114.178;0;114.178;3.831;118.008;733.744;1.192;0;147;0;0;0;1.338;73.290;0;808.372;942.536;14,12%;14,12%;14,60%;20.209;3.247;12,11%;1,12%
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA LIDERANÇA - CRESOL LIDERANÇA;2934201;b3S;S5;1;I;2;CHOPINZINHO;PR;12/2025;NA;NA;NA;NA;165.611;766.569;NA;NA;NA;NA;NA;NA;0;35.339;0;801.908;NA;NA%;NA%;20,65%;NA;NA;NA%;8,70%
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA GRANDES LAGOS PR/SP - CRESOL GRANDES LAGOS PR/SP;6126780;b3S;S5;1;I;2;GUARAPUAVA;PR;12/2025;NA;NA;NA;NA;109.774;766.275;NA;NA;NA;NA;NA;NA;0;34.816;0;801.092;NA;NA%;NA%;13,70%;NA;NA;NA%;19,34%
COOPERATIVA DE CREDITO COOPLIVRE;49389307;b3S;S5;1;I;2;CAPIVARI;SP;12/2025;NA;NA;NA;NA;167.752;753.632;NA;NA;NA;NA;NA;NA;0;46.432;0;800.064;NA;NA%;NA%;20,97%;NA;NA;NA%;20,68%
COOPERATIVA DE CRÉDITO DOS PROFISSIONAIS DA ÁREA DA SAÚDE E DE LIVRE ADMISSÃO LTDA - UNICRED ALIANÇA;70937271;b3S;S5;1;I;2;UBERLANDIA;MG;12/2025;NA;NA;NA;NA;125.600;757.593;NA;NA;NA;NA;NA;NA;0;39.580;0;797.173;NA;NA%;NA%;15,76%;NA;NA;NA%;9,42%
COOPERATIVA DE CRÉDITO E CAPTAÇÃO SICOOB UNICIDADES;3047549;b3S;S5;1;I;2;RIO VERDE;GO;12/2025;NA;NA;NA;NA;158.739;750.717;NA;NA;NA;NA;NA;NA;0;40.392;0;791.109;NA;NA%;NA%;20,07%;NA;NA;NA%;14,11%
WISE BRASIL CC - PRUDENCIAL;1000085647;n2;S4;3;C;3;SAO PAULO;SP;12/2025;160.738;0;160.738;0;160.738;281.605;5.300;0;0;0;0;29.460;34.760;326.555;143.249;786.169;NA;20,45%;20,45%;20,45%;19.654;2;NA%;NA%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE FRUTAL LTDA.   SICOOB FRUTAL;71419600;b3S;S5;1;I;2;FRUTAL;MG;12/2025;NA;NA;NA;NA;163.774;753.703;NA;NA;NA;NA;NA;NA;0;30.964;0;784.667;NA;NA%;NA%;20,87%;NA;NA;NA%;5,77%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS NOVA TRENTO   SICOOB TRENTOCREDI SC;2641969;b3S;S5;1;I;2;NOVA TRENTO;SC;12/2025;NA;NA;NA;NA;229.895;734.863;NA;NA;NA;NA;NA;NA;0;47.804;0;782.667;NA;NA%;NA%;29,37%;NA;NA;NA%;10,34%
DESENBAHIA AG FOMENTO BAHIA SA - PRUDENCIAL;1000081067;n1;S4;1;I;1;SALVADOR;BA;12/2025;561.568;0;561.568;0;561.568;627.345;0;0;0;0;0;0;0;148.082;0;775.427;NA;72,42%;72,42%;72,42%;19.386;22.127;NA%;6,02%
COOPERATIVA DE CRÉDITO RURAL COOPAVEL;76461557;b3S;S5;1;I;2;CASCAVEL;PR;12/2025;NA;NA;NA;NA;306.289;751.119;NA;NA;NA;NA;NA;NA;0;20.836;0;771.955;NA;NA%;NA%;39,68%;NA;NA;NA%;0,17%
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA SAÚDE DA REGIÃO DA ALTA MOGIANA - SICOOB CREDIMOGIANA;69346856;b3S;S5;1;I;2;FRANCA;SP;12/2025;NA;NA;NA;NA;112.461;745.920;NA;NA;NA;NA;NA;NA;0;23.843;0;769.763;NA;NA%;NA%;14,61%;NA;NA;NA%;4,63%
COOPERATIVA DE CRÉDITO CREDCOOPER LTDA - SICOOB CREDCOOPER;19449602;b3S;S5;1;I;2;CARATINGA;MG;12/2025;NA;NA;NA;NA;187.530;721.758;NA;NA;NA;NA;NA;NA;0;36.480;0;758.238;NA;NA%;NA%;24,73%;NA;NA;NA%;3,79%
COOPERATIVA DE CRÉDITO NOSSOCRÉDITO LTDA - SICOOB NOSSOCRÉDITO;22760839;b3S;S5;1;I;2;SAO SEBASTIAO DO PARAISO;MG;12/2025;NA;NA;NA;NA;202.540;721.598;NA;NA;NA;NA;NA;NA;0;32.213;0;753.811;NA;NA%;NA%;26,87%;NA;NA;NA%;10,92%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE PERNAMBUCO - SICOOB PERNAMBUCO;3732359;b3S;S5;1;I;2;SAO JOSE DO EGITO;PE;12/2025;NA;NA;NA;NA;144.454;707.347;NA;NA;NA;NA;NA;NA;0;45.639;0;752.987;NA;NA%;NA%;19,18%;NA;NA;NA%;15,44%
COOPERATIVA DE CRÉDITO CREDICARPA LTDA. - SICOOB CREDICARPA;23949522;b3S;S5;1;I;2;CARMO DO PARANAIBA;MG;12/2025;NA;NA;NA;NA;206.645;724.286;NA;NA;NA;NA;NA;NA;0;26.963;0;751.250;NA;NA%;NA%;27,51%;NA;NA;NA%;12,95%
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA HORIZONTE - CRESOL HORIZONTE;5277312;b3S;S5;1;I;2;UNIAO DA VITORIA;PR;12/2025;NA;NA;NA;NA;131.527;706.306;NA;NA;NA;NA;NA;NA;0;42.310;0;748.616;NA;NA%;NA%;17,57%;NA;NA;NA%;16,20%
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA DO RIO GRANDE DO SUL - CRESOL RIO GRANDE DO SUL;6139650;b3S;S5;1;I;2;BENTO GONCALVES;RS;12/2025;NA;NA;NA;NA;119.442;705.033;NA;NA;NA;NA;NA;NA;0;32.739;0;737.771;NA;NA%;NA%;16,19%;NA;NA;NA%;15,37%
BANCO IBM S.A. - PRUDENCIAL;1000081689;b2;S4;1;I;2;RIO DE JANEIRO;RJ;12/2025;416.274;0;416.274;0;416.274;643.331;0;0;0;0;0;0;0;87.948;0;731.278;810.869;56,92%;56,92%;56,92%;18.282;8.736;51,34%;0,04%
SICREDI VEREDAS COOPERATIVA DE CREDITO;72257793;b3S;S4;1;I;2;FORTALEZA;CE;12/2025;262.108;0;262.108;0;262.108;670.751;0;0;0;0;0;0;0;54.080;0;724.831;1.945.953;36,16%;36,16%;36,16%;18.121;12.918;13,47%;8,74%
COOPERATIVA DE CRÉDITO CREDIUNA LTDA - SICOOB CREDIUNA;64237530;b3S;S5;1;I;2;ITAUNA;MG;12/2025;NA;NA;NA;NA;219.301;682.595;NA;NA;NA;NA;NA;NA;0;41.984;0;724.578;NA;NA%;NA%;30,27%;NA;NA;NA%;8,71%
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DO CENTRO NORTE DO BRASIL - CENTRAL SICREDI CENTRO NORTE;33667205;b3C;S4;1;I;2;CUIABA;MT;12/2025;134.998;0;134.998;0;134.998;540.808;0;0;0;0;0;0;0;181.448;0;722.256;2.615.215;18,69%;18,69%;18,69%;18.056;4.230;5,16%;43,89%
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA ORIGENS - CRESOL ORIGENS;5220243;b3S;S5;1;I;2;SARANDI;RS;12/2025;NA;NA;NA;NA;92.383;700.772;NA;NA;NA;NA;NA;NA;0;18.230;0;719.003;NA;NA%;NA%;12,85%;NA;NA;NA%;13,72%
COOPERATIVA DE CRÉDITO ORIGINAL - SICOOB ORIGINAL;81292278;b3S;S5;1;I;2;SAO LOURENCO D'OESTE;SC;12/2025;NA;NA;NA;NA;177.865;687.098;NA;NA;NA;NA;NA;NA;0;30.144;0;717.242;NA;NA%;NA%;24,80%;NA;NA;NA%;9,91%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS VALE DO RIO DO PEIXE - SICOOB CREDIRIO SC;78865995;b3S;S5;1;I;2;JOACABA;SC;12/2025;NA;NA;NA;NA;107.771;690.031;NA;NA;NA;NA;NA;NA;0;22.754;0;712.784;NA;NA%;NA%;15,12%;NA;NA;NA%;8,46%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO ESTADO DE SÃO PAULO - SICOOB PAULISTA;10262276;b3S;S5;1;I;2;PRESIDENTE PRUDENTE;SP;12/2025;NA;NA;NA;NA;118.012;661.126;NA;NA;NA;NA;NA;NA;0;51.456;0;712.582;NA;NA%;NA%;16,56%;NA;NA;NA%;4,99%
CELCOIN IP - PRUDENCIAL;1000085960;n4;NA;2;C;3;BARUERI;SP;12/2025;NA;NA;NA;NA;209.417;217.178;0;NA;NA;NA;NA;NA;0;0;491.504;708.683;NA;NA%;NA%;29,55%;NA;NA;NA%;NA%
COOPERATIVA DE CRÉDITO CREDISG LTDA. - SICOOB CREDISG;3645752;b3S;S5;1;I;2;SAO GOTARDO;MG;12/2025;NA;NA;NA;NA;219.269;683.828;NA;NA;NA;NA;NA;NA;0;24.748;0;708.576;NA;NA%;NA%;30,95%;NA;NA;NA%;2,44%
SICOOB UNIMAIS METROPOLITANA - COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO;259231;b3S;S5;1;I;2;SANTOS;SP;12/2025;NA;NA;NA;NA;116.735;662.650;NA;NA;NA;NA;NA;NA;0;40.389;0;703.040;NA;NA%;NA%;16,60%;NA;NA;NA%;5,91%
COOPERATIVA DE CRÉDITO DA REGIÃO DO CONTESTADO - CIVIA;10218474;b3S;S5;1;I;2;SAO BENTO DO SUL;SC;12/2025;NA;NA;NA;NA;121.730;649.995;NA;NA;NA;NA;NA;NA;0;49.556;0;699.552;NA;NA%;NA%;17,40%;NA;NA;NA%;6,04%
DOCK IP - PRUDENCIAL;1000084789;n4;NA;2;C;2;BARUERI;SP;12/2025;NA;NA;NA;NA;133.619;230.629;8.054;NA;NA;NA;NA;NA;8.054;0;457.161;695.845;NA;NA%;NA%;19,20%;NA;NA;NA%;NA%
VOX IP - PRUDENCIAL;1000088761;n4;NA;2;I;2;ITAQUAQUECETUBA;SP;12/2025;NA;NA;NA;NA;-158;620.771;0;NA;NA;NA;NA;NA;0;0;68.340;689.111;NA;NA%;NA%;-0,02%;NA;NA;NA%;NA%
COOPERATIVA DE CRÉDITO DOS PROFISSIONAIS DOS CREAS E DEMAIS ÁREAS TECNOLÓGICAS - CREDCREA;5979692;b3S;S5;1;I;2;FLORIANOPOLIS;SC;12/2025;NA;NA;NA;NA;147.635;643.427;NA;NA;NA;NA;NA;NA;0;45.619;0;689.046;NA;NA%;NA%;21,43%;NA;NA;NA%;13,67%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE DO PARANAÍBA LTDA.;24799033;b3S;S5;1;I;2;QUIRINOPOLIS;GO;12/2025;NA;NA;NA;NA;197.718;646.464;NA;NA;NA;NA;NA;NA;0;41.281;0;687.744;NA;NA%;NA%;28,75%;NA;NA;NA%;6,30%
COOPERATIVA DE CRÉDITO UNIQUE BR;73647935;b3S;S5;1;I;2;CAMPO GRANDE;MS;12/2025;NA;NA;NA;NA;163.938;648.401;NA;NA;NA;NA;NA;NA;0;38.925;0;687.327;NA;NA%;NA%;23,85%;NA;NA;NA%;7,73%
BCO ABN AMRO CLEARING - PRUDENCIAL;1000081579;b1;S4;1;C;3;SAO PAULO;SP;12/2025;605.343;0;605.343;0;605.343;433.394;225;0;1.039;0;0;0;1.265;249.822;0;684.481;3.019.179;88,44%;88,44%;88,44%;34.224;47.206;20,05%;0,75%
